GridRef,Lat,Lon
SN89,52.540674,-3.697100
SH80,52.630533,-3.700576
SH81,52.720389,-3.704070
SH82,52.810245,-3.707583
SH83,52.900099,-3.711115
SH84,52.989951,-3.714665
SH85,53.079802,-3.718235
SH86,53.169651,-3.721823
SH87,53.259498,-3.725431
SH88,53.349345,-3.729059
NX84,54.786674,-3.789851
NX85,54.876494,-3.793831
NX86,54.966313,-3.797833
NX87,55.056130,-3.801857
NX88,55.145945,-3.805903
NX89,55.235759,-3.809973
NS80,55.325571,-3.814065
NS81,55.415382,-3.818180
NS82,55.505192,-3.822318
NS83,55.594999,-3.826480
NS84,55.684806,-3.830665
NS85,55.774610,-3.834874
NS86,55.864414,-3.839107
NS87,55.954215,-3.843364
NS88,56.044015,-3.847645
NS89,56.133814,-3.851950
NN80,56.223611,-3.856281
NN81,56.313407,-3.860636
NN82,56.403201,-3.865016
NN83,56.492993,-3.869422
NN84,56.582784,-3.873853
NN85,56.672573,-3.878309
NN86,56.762361,-3.882792
NN87,56.852148,-3.887300
NN88,56.941933,-3.891835
NN89,57.031716,-3.896397
NH80,57.121498,-3.900985
NH81,57.211278,-3.905600
NH82,57.301056,-3.910242
NH83,57.390834,-3.914911
NH84,57.480609,-3.919608
NH85,57.570383,-3.924333
NH86,57.660156,-3.929086
NH87,57.749927,-3.933868
NH88,57.839696,-3.938677
NH89,57.929464,-3.943516
NC80,58.019231,-3.948383
NC81,58.108996,-3.953280
NC82,58.198759,-3.958206
NC83,58.288521,-3.963162
NC84,58.378281,-3.968148
NC85,58.468040,-3.973164
NC86,58.557797,-3.978211
SX94,50.295582,-3.475503
SX95,50.385485,-3.478291
SX96,50.475386,-3.481094
SX97,50.565286,-3.483912
SX98,50.655184,-3.486743
SX99,50.745080,-3.489589
SS90,50.834976,-3.492450
SS91,50.924869,-3.495326
SS92,51.014761,-3.498216
SS93,51.104652,-3.501121
SS94,51.194541,-3.504041
SS96,51.374315,-3.509927
SS97,51.464199,-3.512892
SS98,51.554082,-3.515873
SS99,51.643964,-3.518870
SN90,51.733844,-3.521882
SN91,51.823722,-3.524910
SN92,51.913599,-3.527954
SN93,52.003475,-3.531013
SN94,52.093349,-3.534089
SN95,52.183221,-3.537181
SN96,52.273092,-3.540289
SN97,52.362962,-3.543413
SN98,52.452830,-3.546554
SN99,52.542696,-3.549712
SH90,52.632561,-3.552886
SH91,52.722425,-3.556078
SH92,52.812286,-3.559286
SH93,52.902147,-3.562511
SH94,52.992006,-3.565754
SH95,53.081863,-3.569014
SH96,53.171719,-3.572291
SH97,53.261573,-3.575586
SH98,53.351426,-3.578898
NX90,54.429544,-3.620080
NX91,54.519377,-3.623635
NX92,54.609209,-3.627209
NX93,54.699039,-3.630804
NX95,54.878695,-3.638053
NX96,54.968521,-3.641708
NX97,55.058346,-3.645383
NX98,55.148168,-3.649078
NX99,55.237990,-3.652795
NS90,55.327810,-3.656532
NS91,55.417628,-3.660290
NS92,55.507445,-3.664069
NS93,55.597260,-3.667870
NS94,55.687074,-3.671692
NS95,55.776886,-3.675536
NS96,55.866697,-3.679402
NS97,55.956506,-3.683290
NS98,56.046314,-3.687200
NS99,56.136121,-3.691132
NN90,56.225926,-3.695087
NN91,56.315729,-3.699064
NN92,56.405531,-3.703065
NN93,56.495331,-3.707088
NN94,56.585130,-3.711135
NN95,56.674927,-3.715205
NN96,56.764723,-3.719299
NN97,56.854518,-3.723416
NN98,56.944311,-3.727558
NN99,57.034102,-3.731724
NH90,57.123892,-3.735914
NH91,57.213680,-3.740129
NH92,57.303467,-3.744369
NH93,57.393253,-3.748633
NH94,57.483037,-3.752923
NH95,57.572819,-3.757238
NH96,57.662600,-3.761579
NH98,57.842157,-3.770339
NC90,58.021709,-3.779203
NC91,58.111482,-3.783675
NC92,58.201254,-3.788174
NC93,58.291025,-3.792700
NC94,58.380794,-3.797254
NC95,58.470561,-3.801835
NC96,58.560327,-3.806444
SY07,50.566999,-3.342760
SY08,50.656903,-3.345322
SY09,50.746805,-3.347898
ST00,50.836705,-3.350487
ST01,50.926605,-3.353089
ST02,51.016502,-3.355705
ST03,51.106398,-3.358334
ST04,51.196293,-3.360976
ST06,51.376078,-3.366302
ST07,51.465968,-3.368986
ST08,51.555857,-3.371684
ST09,51.645744,-3.374396
SO00,51.735630,-3.377122
SO01,51.825514,-3.379862
SO02,51.915397,-3.382616
SO03,52.005278,-3.385385
SO04,52.095158,-3.388169
SO05,52.185036,-3.390967
SO06,52.274913,-3.393780
SO07,52.364788,-3.396607
SO08,52.454662,-3.399450
SO09,52.544535,-3.402307
SJ00,52.634406,-3.405180
SJ01,52.724275,-3.408068
SJ02,52.814143,-3.410971
SJ03,52.904009,-3.413890
SJ04,52.993874,-3.416825
SJ05,53.083738,-3.419775
SJ06,53.173600,-3.422741
SJ07,53.263460,-3.425722
SJ08,53.353319,-3.428720
SD08,54.251828,-3.459607
SD09,54.341671,-3.462789
NY00,54.431512,-3.465989
NY01,54.521352,-3.469206
NY02,54.611191,-3.472441
NY03,54.701028,-3.475694
NY04,54.790863,-3.478965
NY05,54.880697,-3.482254
NY06,54.970529,-3.485562
NY07,55.060360,-3.488888
NY08,55.150190,-3.492232
NY09,55.240018,-3.495596
NT00,55.329845,-3.498978
NT01,55.419670,-3.502379
NT02,55.509493,-3.505799
NT03,55.599316,-3.509239
NT04,55.689136,-3.512698
NT05,55.778956,-3.516177
NT06,55.868773,-3.519675
NT07,55.958590,-3.523194
NT08,56.048405,-3.526732
NT09,56.138218,-3.530291
NO00,56.228030,-3.533870
NO01,56.317840,-3.537470
NO02,56.407649,-3.541090
NO03,56.497457,-3.544731
NO04,56.587263,-3.548394
NO05,56.677068,-3.552077
NO06,56.766871,-3.555782
NO07,56.856673,-3.559508
NO08,56.946473,-3.563257
NO09,57.036272,-3.567027
NJ00,57.126069,-3.570819
NJ01,57.215865,-3.574633
NJ02,57.305659,-3.578470
NJ03,57.395452,-3.582330
NJ04,57.485244,-3.586212
NJ05,57.575034,-3.590118
NJ06,57.664822,-3.594046
ND01,58.113744,-3.614043
ND02,58.203523,-3.618115
ND03,58.293302,-3.622211
ND04,58.383079,-3.626332
ND05,58.472854,-3.630479
ND06,58.562628,-3.634650
ND07,58.652401,-3.638847
SY18,50.658450,-3.203888
SY19,50.748357,-3.206193
ST10,50.838263,-3.208510
ST11,50.928167,-3.210839
ST12,51.018069,-3.213180
ST13,51.107971,-3.215533
ST14,51.197870,-3.217898
ST16,51.377665,-3.222664
ST17,51.467561,-3.225066
ST18,51.557454,-3.227481
ST19,51.647347,-3.229908
SO10,51.737238,-3.232347
SO11,51.827127,-3.234800
SO12,51.917015,-3.237265
SO13,52.006901,-3.239743
SO14,52.096786,-3.242234
SO15,52.186670,-3.244738
SO16,52.276552,-3.247255
SO17,52.366433,-3.249786
SO18,52.456312,-3.252330
SO19,52.546190,-3.254887
SJ10,52.636066,-3.257458
SJ11,52.725941,-3.260043
SJ12,52.815814,-3.262641
SJ13,52.905686,-3.265254
SJ14,52.995556,-3.267880
SJ15,53.085425,-3.270520
SJ16,53.175293,-3.273175
SJ17,53.265159,-3.275843
SJ18,53.355023,-3.278526
SD16,54.073888,-3.300519
SD17,54.163739,-3.303336
SD18,54.253589,-3.306169
SD19,54.343438,-3.309017
NY10,54.433285,-3.311880
NY11,54.523130,-3.314760
NY12,54.612975,-3.317655
NY13,54.702818,-3.320566
NY14,54.792659,-3.323494
NY15,54.882499,-3.326438
NY16,54.972337,-3.329398
NY17,55.062174,-3.332374
NY18,55.152010,-3.335368
NY19,55.241844,-3.338378
NT10,55.331677,-3.341405
NT11,55.421508,-3.344449
NT12,55.511338,-3.347510
NT13,55.601166,-3.350588
NT14,55.690993,-3.353684
NT15,55.780818,-3.356797
NT16,55.870643,-3.359929
NT17,55.960465,-3.363077
NT18,56.050286,-3.366244
NT19,56.140106,-3.369429
NO10,56.229924,-3.372633
NO11,56.319741,-3.375854
NO12,56.409557,-3.379094
NO13,56.499371,-3.382353
NO14,56.589183,-3.385631
NO15,56.678995,-3.388928
NO16,56.768804,-3.392244
NO17,56.858613,-3.395579
NO18,56.948419,-3.398933
NO19,57.038225,-3.402308
NJ10,57.128029,-3.405702
NJ11,57.217831,-3.409115
NJ12,57.307633,-3.412549
NJ13,57.397432,-3.416004
NJ14,57.487231,-3.419478
NJ15,57.577028,-3.422974
NJ16,57.666823,-3.426490
NJ17,57.756617,-3.430027
ND12,58.205566,-3.448031
ND13,58.295352,-3.451698
ND14,58.385136,-3.455386
ND15,58.474919,-3.459097
ND16,58.564700,-3.462830
ND17,58.654480,-3.466586
ND19,58.834035,-3.474167
HY10,58.923811,-3.477993
SY28,50.659826,-3.062442
SY29,50.749737,-3.064477
ST20,50.839647,-3.066521
ST21,50.929556,-3.068577
ST22,51.019463,-3.070643
ST23,51.109368,-3.072719
ST24,51.199273,-3.074807
ST25,51.289175,-3.076905
ST27,51.468976,-3.081134
ST28,51.558875,-3.083265
ST29,51.648772,-3.085407
SO20,51.738667,-3.087560
SO21,51.828561,-3.089724
SO22,51.918454,-3.091900
SO23,52.008345,-3.094087
SO24,52.098234,-3.096286
SO25,52.188123,-3.098496
SO26,52.278009,-3.100718
SO27,52.367895,-3.102951
SO28,52.457779,-3.105197
SO29,52.547661,-3.107454
SJ20,52.637542,-3.109723
SJ21,52.727422,-3.112004
SJ22,52.817300,-3.114298
SJ23,52.907176,-3.116603
SJ24,52.997052,-3.118921
SJ25,53.086926,-3.121251
SJ26,53.176798,-3.123594
SJ27,53.266669,-3.125950
SJ28,53.356538,-3.128318
SJ29,53.446406,-3.130698
SD20,53.536273,-3.133092
SD21,53.626138,-3.135499
SD26,54.075443,-3.147729
SD27,54.165299,-3.150215
SD28,54.255154,-3.152715
SD29,54.345008,-3.155229
NY20,54.434861,-3.157756
NY21,54.524711,-3.160298
NY22,54.614561,-3.162853
NY23,54.704409,-3.165423
NY24,54.794256,-3.168006
NY25,54.884101,-3.170605
NY26,54.973945,-3.173217
NY27,55.063787,-3.175844
NY28,55.153628,-3.178486
NY29,55.243467,-3.181143
NT20,55.333305,-3.183815
NT21,55.423142,-3.186501
NT22,55.512977,-3.189203
NT23,55.602811,-3.191920
NT24,55.692644,-3.194653
NT25,55.782475,-3.197400
NT26,55.872304,-3.200164
NT27,55.962133,-3.202943
NT28,56.051959,-3.205738
NT29,56.141785,-3.208550
NO20,56.231609,-3.211377
NO21,56.321431,-3.214220
NO22,56.411252,-3.217080
NO23,56.501072,-3.219957
NO24,56.590891,-3.222850
NO25,56.680708,-3.225759
NO26,56.770523,-3.228686
NO27,56.860337,-3.231630
NO28,56.950150,-3.234590
NO29,57.039961,-3.237569
NJ20,57.129771,-3.240564
NJ21,57.219580,-3.243577
NJ22,57.309387,-3.246608
NJ23,57.399193,-3.249657
NJ24,57.488997,-3.252724
NJ25,57.578800,-3.255809
NJ26,57.668602,-3.258912
NJ27,57.758402,-3.262034
ND23,58.297174,-3.281161
ND24,58.386965,-3.284417
ND25,58.476754,-3.287692
ND26,58.566542,-3.290987
ND27,58.656328,-3.294303
ND28,58.746113,-3.297638
ND29,58.835897,-3.300994
HY20,58.925679,-3.304370
HY21,59.015460,-3.307768
HY22,59.105239,-3.311186
HY23,59.195017,-3.314625
SY39,50.750945,-2.922750
ST30,50.840859,-2.924522
ST31,50.930771,-2.926304
ST32,51.020682,-2.928095
ST33,51.110592,-2.929896
ST34,51.200500,-2.931705
ST35,51.290406,-2.933524
ST36,51.380312,-2.935353
ST37,51.470215,-2.937190
ST38,51.560118,-2.939038
ST39,51.650019,-2.940895
SO30,51.739918,-2.942762
SO31,51.829816,-2.944638
SO32,51.919713,-2.946524
SO33,52.009608,-2.948420
SO34,52.099502,-2.950326
SO35,52.189394,-2.952243
SO36,52.279285,-2.954169
SO37,52.369174,-2.956105
SO38,52.459062,-2.958052
SO39,52.548949,-2.960008
SJ30,52.638834,-2.961976
SJ31,52.728718,-2.963953
SJ32,52.818600,-2.965942
SJ33,52.908481,-2.967940
SJ34,52.998361,-2.969950
SJ35,53.088239,-2.971970
SJ36,53.178115,-2.974001
SJ37,53.267991,-2.976043
SJ38,53.357864,-2.978096
SJ39,53.447737,-2.980160
SD30,53.537608,-2.982235
SD31,53.627477,-2.984322
SD32,53.717345,-2.986419
SD33,53.807212,-2.988528
SD34,53.897077,-2.990649
SD35,53.986941,-2.992781
SD36,54.076804,-2.994925
SD37,54.166665,-2.997080
SD38,54.256525,-2.999248
SD39,54.346383,-3.001427
NY30,54.436240,-3.003618
NY31,54.526095,-3.005821
NY32,54.615949,-3.008037
NY33,54.705802,-3.010264
NY34,54.795653,-3.012504
NY35,54.885503,-3.014757
NY36,54.975351,-3.017022
NY37,55.065198,-3.019300
NY38,55.155044,-3.021590
NY39,55.244888,-3.023893
NT30,55.334731,-3.026210
NT31,55.424572,-3.028539
NT32,55.514413,-3.030881
NT33,55.604251,-3.033237
NT34,55.694088,-3.035606
NT35,55.783924,-3.037988
NT36,55.873759,-3.040384
NT37,55.963592,-3.042793
NT39,56.143254,-3.047654
NO30,56.233083,-3.050105
NO31,56.322911,-3.052570
NO32,56.412737,-3.055049
NO33,56.502561,-3.057543
NO34,56.592385,-3.060051
NO35,56.682207,-3.062574
NO36,56.772028,-3.065111
NO37,56.861847,-3.067663
NO38,56.951665,-3.070230
NO39,57.041481,-3.072812
NJ30,57.131297,-3.075409
NJ31,57.221110,-3.078022
NJ32,57.310923,-3.080649
NJ33,57.400734,-3.083292
NJ34,57.490543,-3.085951
NJ35,57.580352,-3.088626
NJ36,57.670159,-3.091316
ND33,58.298769,-3.110606
ND34,58.388565,-3.113428
ND35,58.478360,-3.116268
ND36,58.568153,-3.119125
ND37,58.657946,-3.121999
ND38,58.747736,-3.124891
ND39,58.837526,-3.127800
HY30,58.927314,-3.130727
HY31,59.017100,-3.133673
HY32,59.106885,-3.136636
HY33,59.196669,-3.139618
HY34,59.286452,-3.142619
SY48,50.662062,-2.779520
SY49,50.751981,-2.781013
ST40,50.841898,-2.782514
ST41,50.931814,-2.784022
ST42,51.021728,-2.785539
ST43,51.111641,-2.787063
ST44,51.201552,-2.788594
ST45,51.291462,-2.790134
ST46,51.381371,-2.791682
ST47,51.471278,-2.793237
ST48,51.561184,-2.794801
ST49,51.651088,-2.796373
SO40,51.740991,-2.797953
SO41,51.830892,-2.799542
SO42,51.920792,-2.801138
SO43,52.010691,-2.802743
SO44,52.100588,-2.804357
SO45,52.190484,-2.805979
SO46,52.280379,-2.807609
SO47,52.370271,-2.809248
SO48,52.460163,-2.810896
SO49,52.550053,-2.812553
SJ40,52.639942,-2.814218
SJ41,52.729829,-2.815892
SJ42,52.819715,-2.817575
SJ43,52.909600,-2.819267
SJ44,52.999483,-2.820968
SJ45,53.089365,-2.822678
SJ46,53.179245,-2.824397
SJ47,53.269124,-2.826126
SJ48,53.359001,-2.827864
SJ49,53.448877,-2.829611
SD40,53.538752,-2.831367
SD41,53.628625,-2.833134
SD42,53.718497,-2.834909
SD43,53.808368,-2.836695
SD44,53.898237,-2.838490
SD45,53.988105,-2.840294
SD46,54.077971,-2.842109
SD47,54.167836,-2.843934
SD48,54.257699,-2.845768
SD49,54.347561,-2.847613
NY40,54.437422,-2.849468
NY41,54.527282,-2.851333
NY42,54.617139,-2.853208
NY43,54.706996,-2.855094
NY44,54.796851,-2.856990
NY45,54.886705,-2.858897
NY46,54.976557,-2.860814
NY47,55.066409,-2.862742
NY48,55.156258,-2.864681
NY49,55.246106,-2.866631
NT40,55.335953,-2.868591
NT41,55.425799,-2.870563
NT42,55.515643,-2.872546
NT43,55.605486,-2.874540
NT44,55.695327,-2.876545
NT45,55.785167,-2.878562
NT46,55.875006,-2.880590
NT47,55.964843,-2.882630
NT48,56.054679,-2.884681
NT49,56.144514,-2.886744
NO40,56.234347,-2.888819
NO41,56.324179,-2.890906
NO42,56.414009,-2.893004
NO43,56.503838,-2.895115
NO44,56.593666,-2.897238
NO45,56.683493,-2.899374
NO46,56.773318,-2.901522
NO47,56.863141,-2.903682
NO48,56.952964,-2.905855
NO49,57.042785,-2.908041
NJ40,57.132604,-2.910239
NJ41,57.222422,-2.912450
NJ42,57.312239,-2.914675
NJ43,57.402055,-2.916912
NJ44,57.491869,-2.919163
NJ45,57.581682,-2.921427
NJ46,57.671494,-2.923705
ND47,58.659333,-2.949678
ND48,58.749128,-2.952125
ND49,58.838922,-2.954588
HY40,58.928715,-2.957066
HY41,59.018507,-2.959560
HY42,59.108297,-2.962068
HY43,59.198086,-2.964593
HY44,59.287874,-2.967133
HY45,59.377660,-2.969688
SY58,50.662923,-2.638048
SY59,50.752844,-2.639270
ST50,50.842764,-2.640498
ST51,50.932683,-2.641733
ST52,51.022600,-2.642974
ST53,51.112515,-2.644222
ST54,51.202429,-2.645476
ST55,51.292342,-2.646736
ST56,51.382254,-2.648003
ST57,51.472164,-2.649276
ST58,51.562072,-2.650557
ST59,51.651979,-2.651843
SO50,51.741885,-2.653137
SO51,51.831790,-2.654437
SO52,51.921693,-2.655744
SO53,52.011594,-2.657058
SO54,52.101494,-2.658379
SO55,52.191393,-2.659707
SO56,52.281290,-2.661041
SO57,52.371186,-2.662383
SO58,52.461081,-2.663732
SO59,52.550974,-2.665088
SJ50,52.640866,-2.666451
SJ51,52.730756,-2.667822
SJ52,52.820645,-2.669199
SJ53,52.910532,-2.670584
SJ54,53.000418,-2.671977
SJ55,53.090303,-2.673377
SJ56,53.180187,-2.674784
SJ57,53.270069,-2.676199
SJ58,53.359949,-2.677622
SJ59,53.449828,-2.679052
SD50,53.539706,-2.680490
SD51,53.629583,-2.681936
SD52,53.719458,-2.683389
SD53,53.809331,-2.684851
SD54,53.899203,-2.686320
SD55,53.989074,-2.687798
SD56,54.078944,-2.689283
SD57,54.168812,-2.690777
SD58,54.258679,-2.692279
SD59,54.348544,-2.693789
NY50,54.438408,-2.695307
NY51,54.528271,-2.696834
NY52,54.618132,-2.698369
NY53,54.707992,-2.699913
NY54,54.797850,-2.701465
NY55,54.887707,-2.703026
NY56,54.977563,-2.704596
NY57,55.067417,-2.706174
NY58,55.157270,-2.707761
NY59,55.247122,-2.709357
NT50,55.336972,-2.710962
NT51,55.426821,-2.712576
NT52,55.516669,-2.714199
NT53,55.606515,-2.715832
NT54,55.696360,-2.717473
NT55,55.786204,-2.719124
NT56,55.876046,-2.720784
NT57,55.965886,-2.722454
NT58,56.055726,-2.724133
NT59,56.145564,-2.725822
NO50,56.235401,-2.727521
NO51,56.325236,-2.729229
NO53,56.504903,-2.732675
NO54,56.594734,-2.734413
NO55,56.684564,-2.736161
NO56,56.774393,-2.737920
NO57,56.864220,-2.739688
NO58,56.954046,-2.741467
NO59,57.043871,-2.743256
NJ50,57.133694,-2.745056
NJ51,57.223516,-2.746866
NJ52,57.313337,-2.748687
NJ53,57.403156,-2.750519
NJ54,57.492974,-2.752361
NJ55,57.582791,-2.754215
NJ56,57.672607,-2.756079
ND59,58.840087,-2.781362
HY50,58.929884,-2.783390
HY51,59.019680,-2.785431
HY52,59.109474,-2.787485
HY53,59.199267,-2.789551
HY54,59.289059,-2.791631
HY55,59.378849,-2.793723
SY66,50.483761,-2.494680
SY67,50.573687,-2.495622
SY68,50.663612,-2.496568
SY69,50.753535,-2.497520
ST60,50.843457,-2.498476
ST61,50.933378,-2.499437
ST62,51.023297,-2.500403
ST63,51.113215,-2.501374
ST64,51.203132,-2.502350
ST65,51.293047,-2.503331
ST66,51.382960,-2.504318
ST67,51.472873,-2.505309
ST68,51.562784,-2.506305
ST69,51.652693,-2.507307
SO60,51.742601,-2.508314
SO61,51.832508,-2.509326
SO62,51.922413,-2.510343
SO63,52.012317,-2.511366
SO64,52.102219,-2.512394
SO65,52.192120,-2.513427
SO66,52.282020,-2.514466
SO67,52.371918,-2.515511
SO68,52.461815,-2.516561
SO69,52.551711,-2.517616
SJ60,52.641605,-2.518677
SJ61,52.731498,-2.519744
SJ62,52.821389,-2.520816
SJ63,52.911279,-2.521895
SJ64,53.001167,-2.522978
SJ65,53.091055,-2.524068
SJ66,53.180940,-2.525164
SJ67,53.270825,-2.526265
SJ68,53.360708,-2.527372
SJ69,53.450590,-2.528486
SD60,53.540470,-2.529605
SD61,53.630349,-2.530730
SD62,53.720226,-2.531862
SD63,53.810102,-2.532999
SD64,53.899977,-2.534143
SD65,53.989851,-2.535293
SD66,54.079723,-2.536449
SD67,54.169593,-2.537612
SD68,54.259463,-2.538781
SD69,54.349331,-2.539957
NY60,54.439197,-2.541138
NY61,54.529062,-2.542327
NY62,54.618926,-2.543522
NY63,54.708789,-2.544723
NY64,54.798650,-2.545932
NY65,54.888510,-2.547147
NY66,54.978368,-2.548368
NY67,55.068225,-2.549597
NY68,55.158081,-2.550832
NY69,55.247935,-2.552075
NT60,55.337788,-2.553324
NT61,55.427640,-2.554580
NT62,55.517490,-2.555844
NT63,55.607339,-2.557114
NT64,55.697187,-2.558392
NT65,55.787033,-2.559677
NT66,55.876878,-2.560970
NT67,55.966722,-2.562269
NT68,56.056564,-2.563576
NT69,56.146405,-2.564891
NO60,56.236244,-2.566213
NO61,56.326083,-2.567543
NO63,56.505755,-2.570225
NO64,56.595589,-2.571578
NO65,56.685422,-2.572939
NO66,56.775254,-2.574307
NO67,56.865084,-2.575684
NO68,56.954913,-2.577069
NO69,57.044741,-2.578461
NJ60,57.134567,-2.579862
NJ61,57.224392,-2.581271
NJ62,57.314216,-2.582689
NJ63,57.404038,-2.584114
NJ64,57.493859,-2.585549
NJ65,57.583679,-2.586991
NJ66,57.673497,-2.588443
HY60,58.930819,-2.609701
HY61,59.020618,-2.611290
HY62,59.110416,-2.612889
HY63,59.200213,-2.614497
HY64,59.290008,-2.616116
SY78,50.664129,-2.355084
SY79,50.754054,-2.355765
ST70,50.843978,-2.356449
ST71,50.933900,-2.357136
ST72,51.023821,-2.357827
ST73,51.113741,-2.358522
ST74,51.203659,-2.359220
ST75,51.293576,-2.359922
ST76,51.383491,-2.360627
ST77,51.473405,-2.361336
ST78,51.563318,-2.362049
ST79,51.653229,-2.362765
SO70,51.743139,-2.363485
SO71,51.833047,-2.364209
SO72,51.922954,-2.364937
SO73,52.012860,-2.365668
SO74,52.102764,-2.366404
SO75,52.192667,-2.367143
SO76,52.282568,-2.367886
SO77,52.372468,-2.368633
SO78,52.462367,-2.369384
SO79,52.552264,-2.370139
SJ70,52.642160,-2.370898
SJ71,52.732054,-2.371661
SJ72,52.821948,-2.372428
SJ73,52.911839,-2.373199
SJ74,53.001730,-2.373974
SJ75,53.091619,-2.374754
SJ76,53.181506,-2.375537
SJ77,53.271393,-2.376325
SJ78,53.361277,-2.377117
SJ79,53.451161,-2.377913
SD70,53.541043,-2.378714
SD71,53.630924,-2.379519
SD72,53.720803,-2.380328
SD73,53.810681,-2.381142
SD74,53.900558,-2.381960
SD75,53.990433,-2.382782
SD76,54.080307,-2.383609
SD77,54.170180,-2.384441
SD78,54.260051,-2.385277
SD79,54.349921,-2.386118
NY70,54.439790,-2.386963
NY71,54.529657,-2.387813
NY72,54.619523,-2.388668
NY73,54.709387,-2.389527
NY74,54.799250,-2.390391
NY75,54.889112,-2.391260
NY76,54.978972,-2.392134
NY77,55.068831,-2.393013
NY78,55.158689,-2.393897
NY79,55.248546,-2.394785
NT70,55.338401,-2.395679
NT71,55.428254,-2.396577
NT72,55.518107,-2.397481
NT73,55.607958,-2.398390
NT74,55.697807,-2.399304
NT75,55.787656,-2.400223
NT76,55.877503,-2.401147
NT77,55.967349,-2.402077
NO74,56.596231,-2.408735
NO75,56.686066,-2.409708
NO76,56.775900,-2.410687
NO77,56.865733,-2.411672
NO78,56.955564,-2.412662
NO79,57.045394,-2.413658
NJ70,57.135222,-2.414660
NJ71,57.225050,-2.415668
NJ72,57.314875,-2.416682
NJ73,57.404700,-2.417702
NJ74,57.494523,-2.418728
NJ75,57.584346,-2.419759
NJ76,57.674166,-2.420797
HY73,59.200922,-2.439433
HY74,59.290720,-2.440591
HY75,59.380517,-2.441756
SY87,50.574547,-2.213190
SY88,50.664475,-2.213597
SY89,50.754401,-2.214007
ST80,50.844326,-2.214418
ST81,50.934249,-2.214832
ST82,51.024171,-2.215248
ST83,51.114092,-2.215666
ST84,51.204011,-2.216086
ST85,51.293929,-2.216508
ST86,51.383846,-2.216933
ST87,51.473761,-2.217360
ST88,51.563674,-2.217788
ST89,51.653587,-2.218220
SO80,51.743498,-2.218653
SO81,51.833407,-2.219089
SO82,51.923315,-2.219527
SO83,52.013222,-2.219967
SO84,52.103127,-2.220409
SO85,52.193031,-2.220854
SO86,52.282934,-2.221302
SO87,52.372835,-2.221751
SO88,52.462735,-2.222203
SO89,52.552634,-2.222657
SJ80,52.642531,-2.223114
SJ81,52.732426,-2.223573
SJ82,52.822321,-2.224035
SJ83,52.912214,-2.224499
SJ84,53.002105,-2.224966
SJ85,53.091995,-2.225435
SJ86,53.181884,-2.225906
SJ87,53.271772,-2.226381
SJ88,53.361658,-2.226857
SJ89,53.451543,-2.227336
SD80,53.541426,-2.227818
SD81,53.631308,-2.228303
SD82,53.721189,-2.228790
SD83,53.811068,-2.229279
SD84,53.900946,-2.229772
SD85,53.990823,-2.230267
SD86,54.080698,-2.230765
SD87,54.170572,-2.231265
SD88,54.260444,-2.231768
SD89,54.350316,-2.232274
NY80,54.440185,-2.232783
NY81,54.530054,-2.233295
NY82,54.619921,-2.233809
NY83,54.709787,-2.234326
NY84,54.799651,-2.234846
NY85,54.889514,-2.235369
NY86,54.979376,-2.235895
NY87,55.069236,-2.236424
NY88,55.159096,-2.236956
NY89,55.248953,-2.237491
NT80,55.338810,-2.238029
NT81,55.428665,-2.238569
NT82,55.518518,-2.239113
NT83,55.608371,-2.239660
NT84,55.698222,-2.240210
NT85,55.788072,-2.240763
NT86,55.877920,-2.241320
NT87,55.967767,-2.241879
NO86,56.776332,-2.247061
NO87,56.866166,-2.247654
NO88,56.955999,-2.248250
NO89,57.045830,-2.248849
NJ80,57.135660,-2.249452
NJ81,57.225489,-2.250059
NJ82,57.315316,-2.250669
NJ83,57.405142,-2.251283
NJ84,57.494967,-2.251900
NJ85,57.584791,-2.252521
NJ86,57.674613,-2.253146
SY97,50.574720,-2.071970
SY98,50.664648,-2.072108
SY99,50.754575,-2.072246
ST90,50.844501,-2.072385
ST91,50.934425,-2.072525
ST92,51.024347,-2.072666
ST93,51.114268,-2.072808
ST94,51.204188,-2.072950
ST95,51.294107,-2.073093
ST96,51.384024,-2.073236
ST97,51.473939,-2.073381
ST98,51.563854,-2.073526
ST99,51.653767,-2.073672
SO90,51.743678,-2.073819
SO91,51.833588,-2.073966
SO92,51.923497,-2.074114
SO93,52.013404,-2.074263
SO94,52.103310,-2.074413
SO95,52.193215,-2.074563
SO96,52.283118,-2.074715
SO97,52.373020,-2.074867
SO98,52.462920,-2.075020
SO99,52.552819,-2.075174
SJ90,52.642717,-2.075328
SJ91,52.732613,-2.075484
SJ92,52.822508,-2.075640
SJ93,52.912402,-2.075797
SJ94,53.002294,-2.075955
SJ95,53.092185,-2.076114
SJ96,53.182074,-2.076273
SJ97,53.271963,-2.076434
SJ98,53.361849,-2.076595
SJ99,53.451735,-2.076757
SD90,53.541619,-2.076920
SD91,53.631501,-2.077084
SD92,53.721383,-2.077249
SD93,53.811263,-2.077415
SD94,53.901141,-2.077581
SD95,53.991018,-2.077749
SD96,54.080894,-2.077917
SD97,54.170769,-2.078087
SD98,54.260642,-2.078257
SD99,54.350514,-2.078428
NY90,54.440384,-2.078600
NY91,54.530253,-2.078773
NY92,54.620121,-2.078947
NY93,54.709988,-2.079122
NY94,54.799853,-2.079298
NY95,54.889717,-2.079475
NY96,54.979579,-2.079653
NY97,55.069440,-2.079832
NY98,55.159300,-2.080012
