GridRef,x,y
HU43,"445000","1135000"
HU44,"445000","1145000"
HU45,"445000","1155000"
HU46,"445000","1165000"
HU47,"445000","1175000"
HU48,"445000","1185000"
HU49,"445000","1195000"
HP40,"445000","1205000"
SZ57,"455000","75000"
SZ58,"455000","85000"
SZ59,"455000","95000"
SU50,"455000","105000"
SU51,"455000","115000"
SU52,"455000","125000"
SU53,"455000","135000"
SU54,"455000","145000"
SU55,"455000","155000"
SU56,"455000","165000"
SU57,"455000","175000"
SU58,"455000","185000"
SU59,"455000","195000"
SP50,"455000","205000"
SP51,"455000","215000"
SP52,"455000","225000"
SP53,"455000","235000"
SP54,"455000","245000"
SP55,"455000","255000"
SP56,"455000","265000"
SP57,"455000","275000"
SP58,"455000","285000"
SP59,"455000","295000"
SK50,"455000","305000"
SK51,"455000","315000"
SK52,"455000","325000"
SK53,"455000","335000"
SK54,"455000","345000"
SK55,"455000","355000"
SK56,"455000","365000"
SK57,"455000","375000"
SK58,"455000","385000"
SK59,"455000","395000"
SE50,"455000","405000"
SE51,"455000","415000"
SE52,"455000","425000"
SE53,"455000","435000"
SE54,"455000","445000"
SE55,"455000","455000"
SE56,"455000","465000"
SE57,"455000","475000"
SE58,"455000","485000"
SE59,"455000","495000"
NZ50,"455000","505000"
NZ51,"455000","515000"
NZ52,"455000","525000"
NZ53,"455000","535000"
HU53,"455000","1135000"
HU54,"455000","1145000"
HU55,"455000","1155000"
HU56,"455000","1165000"
HU57,"455000","1175000"
HU58,"455000","1185000"
HU59,"455000","1195000"
HP50,"455000","1205000"
HP51,"455000","1215000"
SZ68,"465000","85000"
SZ69,"465000","95000"
SU60,"465000","105000"
SU61,"465000","115000"
SU62,"465000","125000"
SU63,"465000","135000"
SU64,"465000","145000"
SU65,"465000","155000"
SU66,"465000","165000"
SU67,"465000","175000"
SU68,"465000","185000"
SU69,"465000","195000"
SP60,"465000","205000"
SP61,"465000","215000"
SP62,"465000","225000"
SP63,"465000","235000"
SP64,"465000","245000"
SP65,"465000","255000"
SP66,"465000","265000"
SP67,"465000","275000"
SP68,"465000","285000"
SP69,"465000","295000"
SK60,"465000","305000"
SK61,"465000","315000"
SK62,"465000","325000"
SK63,"465000","335000"
SK64,"465000","345000"
SK65,"465000","355000"
SK66,"465000","365000"
SK67,"465000","375000"
SK68,"465000","385000"
SK69,"465000","395000"
SE60,"465000","405000"
SE61,"465000","415000"
SE62,"465000","425000"
SE63,"465000","435000"
SE64,"465000","445000"
SE65,"465000","455000"
SE66,"465000","465000"
SE67,"465000","475000"
SE68,"465000","485000"
SE69,"465000","495000"
NZ60,"465000","505000"
NZ61,"465000","515000"
NZ62,"465000","525000"
HU66,"465000","1165000"
HU67,"465000","1175000"
HU68,"465000","1185000"
HU69,"465000","1195000"
HP60,"465000","1205000"
HP61,"465000","1215000"
SZ79,"475000","95000"
SU70,"475000","105000"
SU71,"475000","115000"
SU72,"475000","125000"
SU73,"475000","135000"
SU74,"475000","145000"
SU75,"475000","155000"
SU76,"475000","165000"
SU77,"475000","175000"
SU78,"475000","185000"
SU79,"475000","195000"
SP70,"475000","205000"
SP71,"475000","215000"
SP72,"475000","225000"
SP73,"475000","235000"
SP74,"475000","245000"
SP75,"475000","255000"
SP76,"475000","265000"
SP77,"475000","275000"
SP78,"475000","285000"
SP79,"475000","295000"
SK70,"475000","305000"
SK71,"475000","315000"
SK72,"475000","325000"
SK73,"475000","335000"
SK74,"475000","345000"
SK75,"475000","355000"
SK76,"475000","365000"
SK77,"475000","375000"
SK78,"475000","385000"
SK79,"475000","395000"
SE70,"475000","405000"
SE71,"475000","415000"
SE72,"475000","425000"
SE73,"475000","435000"
SE74,"475000","445000"
SE75,"475000","455000"
SE76,"475000","465000"
SE77,"475000","475000"
SE78,"475000","485000"
SE79,"475000","495000"
NZ70,"475000","505000"
NZ71,"475000","515000"
NZ72,"475000","525000"
SZ89,"485000","95000"
SU80,"485000","105000"
SU81,"485000","115000"
SU82,"485000","125000"
SU83,"485000","135000"
SU84,"485000","145000"
SU85,"485000","155000"
SU86,"485000","165000"
SU87,"485000","175000"
SU88,"485000","185000"
SU89,"485000","195000"
SP80,"485000","205000"
SP81,"485000","215000"
SP82,"485000","225000"
SP83,"485000","235000"
SP84,"485000","245000"
SP85,"485000","255000"
SP86,"485000","265000"
SP87,"485000","275000"
SP88,"485000","285000"
SP89,"485000","295000"
SK80,"485000","305000"
SK81,"485000","315000"
SK82,"485000","325000"
SK83,"485000","335000"
SK84,"485000","345000"
SK85,"485000","355000"
SK86,"485000","365000"
SK87,"485000","375000"
SK88,"485000","385000"
SK89,"485000","395000"
SE80,"485000","405000"
SE81,"485000","415000"
SE82,"485000","425000"
SE83,"485000","435000"
SE84,"485000","445000"
SE85,"485000","455000"
SE86,"485000","465000"
SE87,"485000","475000"
SE88,"485000","485000"
SE89,"485000","495000"
NZ80,"485000","505000"
NZ81,"485000","515000"
SZ99,"495000","95000"
SU90,"495000","105000"
SU91,"495000","115000"
SU92,"495000","125000"
SU93,"495000","135000"
SU94,"495000","145000"
SU95,"495000","155000"
SU96,"495000","165000"
SU97,"495000","175000"
SU98,"495000","185000"
SU99,"495000","195000"
SP90,"495000","205000"
SP91,"495000","215000"
SP92,"495000","225000"
SP93,"495000","235000"
SP94,"495000","245000"
SP95,"495000","255000"
SP96,"495000","265000"
SP97,"495000","275000"
SP98,"495000","285000"
SP99,"495000","295000"
SK90,"495000","305000"
SK91,"495000","315000"
SK92,"495000","325000"
SK93,"495000","335000"
SK94,"495000","345000"
SK95,"495000","355000"
SK96,"495000","365000"
SK97,"495000","375000"
SK98,"495000","385000"
SK99,"495000","395000"
SE90,"495000","405000"
SE91,"495000","415000"
SE92,"495000","425000"
SE93,"495000","435000"
SE94,"495000","445000"
SE95,"495000","455000"
SE96,"495000","465000"
SE97,"495000","475000"
SE98,"495000","485000"
SE99,"495000","495000"
NZ90,"495000","505000"
NZ91,"495000","515000"
TQ00,"505000","105000"
TQ01,"505000","115000"
TQ02,"505000","125000"
TQ03,"505000","135000"
TQ04,"505000","145000"
TQ05,"505000","155000"
TQ06,"505000","165000"
TQ07,"505000","175000"
TQ08,"505000","185000"
TQ09,"505000","195000"
TL00,"505000","205000"
TL01,"505000","215000"
TL02,"505000","225000"
TL03,"505000","235000"
TL04,"505000","245000"
TL05,"505000","255000"
TL06,"505000","265000"
TL07,"505000","275000"
TL08,"505000","285000"
TL09,"505000","295000"
TF00,"505000","305000"
TF01,"505000","315000"
TF02,"505000","325000"
TF03,"505000","335000"
TF04,"505000","345000"
TF05,"505000","355000"
TF06,"505000","365000"
TF07,"505000","375000"
TF08,"505000","385000"
TF09,"505000","395000"
TA00,"505000","405000"
TA01,"505000","415000"
TA02,"505000","425000"
TA03,"505000","435000"
TA04,"505000","445000"
TA05,"505000","455000"
TA06,"505000","465000"
TA07,"505000","475000"
TA08,"505000","485000"
TA09,"505000","495000"
OV00,"505000","505000"
TQ10,"515000","105000"
TQ11,"515000","115000"
TQ12,"515000","125000"
TQ13,"515000","135000"
TQ14,"515000","145000"
TQ15,"515000","155000"
TQ16,"515000","165000"
TQ17,"515000","175000"
TQ18,"515000","185000"
TQ19,"515000","195000"
TL10,"515000","205000"
TL11,"515000","215000"
TL12,"515000","225000"
TL13,"515000","235000"
TL14,"515000","245000"
TL15,"515000","255000"
TL16,"515000","265000"
TL17,"515000","275000"
TL18,"515000","285000"
TL19,"515000","295000"
TF10,"515000","305000"
TF11,"515000","315000"
TF12,"515000","325000"
TF13,"515000","335000"
TF14,"515000","345000"
TF15,"515000","355000"
TF16,"515000","365000"
TF17,"515000","375000"
TF18,"515000","385000"
TF19,"515000","395000"
TA10,"515000","405000"
TA11,"515000","415000"
TA12,"515000","425000"
TA13,"515000","435000"
TA14,"515000","445000"
TA15,"515000","455000"
TA16,"515000","465000"
TA17,"515000","475000"
TA18,"515000","485000"
TQ20,"525000","105000"
TQ21,"525000","115000"
TQ22,"525000","125000"
TQ23,"525000","135000"
TQ24,"525000","145000"
TQ25,"525000","155000"
TQ26,"525000","165000"
TQ27,"525000","175000"
TQ28,"525000","185000"
TQ29,"525000","195000"
TL20,"525000","205000"
TL21,"525000","215000"
TL22,"525000","225000"
TL23,"525000","235000"
TL24,"525000","245000"
TL25,"525000","255000"
TL26,"525000","265000"
TL27,"525000","275000"
TL28,"525000","285000"
TL29,"525000","295000"
TF20,"525000","305000"
TF21,"525000","315000"
TF22,"525000","325000"
TF23,"525000","335000"
TF24,"525000","345000"
TF25,"525000","355000"
TF26,"525000","365000"
TF27,"525000","375000"
TF28,"525000","385000"
TF29,"525000","395000"
TA20,"525000","405000"
TA21,"525000","415000"
TA22,"525000","425000"
TA23,"525000","435000"
TA24,"525000","445000"
TA25,"525000","455000"
TA26,"525000","465000"
TA27,"525000","475000"
TQ30,"535000","105000"
TQ31,"535000","115000"
TQ32,"535000","125000"
TQ33,"535000","135000"
TQ34,"535000","145000"
TQ35,"535000","155000"
TQ36,"535000","165000"
TQ37,"535000","175000"
TQ38,"535000","185000"
TQ39,"535000","195000"
TL30,"535000","205000"
TL31,"535000","215000"
TL32,"535000","225000"
TL33,"535000","235000"
TL34,"535000","245000"
TL35,"535000","255000"
TL36,"535000","265000"
TL37,"535000","275000"
TL38,"535000","285000"
TL39,"535000","295000"
TF30,"535000","305000"
TF31,"535000","315000"
TF32,"535000","325000"
TF33,"535000","335000"
TF34,"535000","345000"
TF35,"535000","355000"
TF36,"535000","365000"
TF37,"535000","375000"
TF38,"535000","385000"
TF39,"535000","395000"
TA30,"535000","405000"
TA31,"535000","415000"
TA32,"535000","425000"
TA33,"535000","435000"
TV49,"545000","95000"
TQ40,"545000","105000"
TQ41,"545000","115000"
TQ42,"545000","125000"
TQ43,"545000","135000"
TQ44,"545000","145000"
TQ45,"545000","155000"
TQ46,"545000","165000"
TQ47,"545000","175000"
TQ48,"545000","185000"
TQ49,"545000","195000"
TL40,"545000","205000"
TL41,"545000","215000"
TL42,"545000","225000"
TL43,"545000","235000"
TL44,"545000","245000"
TL45,"545000","255000"
TL46,"545000","265000"
TL47,"545000","275000"
TL48,"545000","285000"
TL49,"545000","295000"
TF40,"545000","305000"
TF41,"545000","315000"
TF42,"545000","325000"
TF43,"545000","335000"
TF44,"545000","345000"
TF45,"545000","355000"
TF46,"545000","365000"
TF47,"545000","375000"
TF48,"545000","385000"
TF49,"545000","395000"
TA40,"545000","405000"
TA41,"545000","415000"
TA42,"545000","425000"
TV59,"555000","95000"
TQ50,"555000","105000"
TQ51,"555000","115000"
TQ52,"555000","125000"
TQ53,"555000","135000"
TQ54,"555000","145000"
TQ55,"555000","155000"
TQ56,"555000","165000"
TQ57,"555000","175000"
TQ58,"555000","185000"
TQ59,"555000","195000"
TL50,"555000","205000"
TL51,"555000","215000"
TL52,"555000","225000"
TL53,"555000","235000"
TL54,"555000","245000"
TL55,"555000","255000"
TL56,"555000","265000"
TL57,"555000","275000"
TL58,"555000","285000"
TL59,"555000","295000"
TF50,"555000","305000"
TF51,"555000","315000"
TF52,"555000","325000"
TF55,"555000","355000"
TF56,"555000","365000"
TF57,"555000","375000"
TF58,"555000","385000"
TF59,"555000","395000"
TV69,"565000","95000"
TQ60,"565000","105000"
TQ61,"565000","115000"
TQ62,"565000","125000"
TQ63,"565000","135000"
TQ64,"565000","145000"
TQ65,"565000","155000"
TQ66,"565000","165000"
TQ67,"565000","175000"
TQ68,"565000","185000"
TQ69,"565000","195000"
TL60,"565000","205000"
TL61,"565000","215000"
TL62,"565000","225000"
TL63,"565000","235000"
TL64,"565000","245000"
TL65,"565000","255000"
TL66,"565000","265000"
TL67,"565000","275000"
TL68,"565000","285000"
TL69,"565000","295000"
TF60,"565000","305000"
TF61,"565000","315000"
TF62,"565000","325000"
TF63,"565000","335000"
TF64,"565000","345000"
TQ70,"575000","105000"
TQ71,"575000","115000"
TQ72,"575000","125000"
TQ73,"575000","135000"
TQ74,"575000","145000"
TQ75,"575000","155000"
TQ76,"575000","165000"
TQ77,"575000","175000"
TQ78,"575000","185000"
TQ79,"575000","195000"
TL70,"575000","205000"
TL71,"575000","215000"
TL72,"575000","225000"
TL73,"575000","235000"
TL74,"575000","245000"
TL75,"575000","255000"
TL76,"575000","265000"
TL77,"575000","275000"
TL78,"575000","285000"
TL79,"575000","295000"
TF70,"575000","305000"
TF71,"575000","315000"
TF72,"575000","325000"
TF73,"575000","335000"
TF74,"575000","345000"
TQ80,"585000","105000"
TQ81,"585000","115000"
TQ82,"585000","125000"
TQ83,"585000","135000"
TQ84,"585000","145000"
TQ85,"585000","155000"
TQ86,"585000","165000"
TQ87,"585000","175000"
TQ88,"585000","185000"
TQ89,"585000","195000"
TL80,"585000","205000"
TL81,"585000","215000"
TL82,"585000","225000"
TL83,"585000","235000"
TL84,"585000","245000"
TL85,"585000","255000"
TL86,"585000","265000"
TL87,"585000","275000"
TL88,"585000","285000"
TL89,"585000","295000"
TF80,"585000","305000"
TF81,"585000","315000"
TF82,"585000","325000"
TF83,"585000","335000"
TF84,"585000","345000"
TQ91,"595000","115000"
TQ92,"595000","125000"
TQ93,"595000","135000"
TQ94,"595000","145000"
TQ95,"595000","155000"
TQ96,"595000","165000"
TQ97,"595000","175000"
TQ98,"595000","185000"
TQ99,"595000","195000"
TL90,"595000","205000"
TL91,"595000","215000"
TL92,"595000","225000"
TL93,"595000","235000"
TL94,"595000","245000"
TL95,"595000","255000"
TL96,"595000","265000"
TL97,"595000","275000"
TL98,"595000","285000"
TL99,"595000","295000"
TF90,"595000","305000"
TF91,"595000","315000"
TF92,"595000","325000"
TF93,"595000","335000"
TF94,"595000","345000"
TR01,"605000","115000"
TR02,"605000","125000"
TR03,"605000","135000"
TR04,"605000","145000"
TR05,"605000","155000"
TR06,"605000","165000"
TR07,"605000","175000"
TR08,"605000","185000"
TR09,"605000","195000"
TM00,"605000","205000"
TM01,"605000","215000"
TM02,"605000","225000"
TM03,"605000","235000"
TM04,"605000","245000"
TM05,"605000","255000"
TM06,"605000","265000"
TM07,"605000","275000"
TM08,"605000","285000"
TM09,"605000","295000"
TG00,"605000","305000"
TG01,"605000","315000"
TG02,"605000","325000"
TG03,"605000","335000"
TG04,"605000","345000"
TR12,"615000","125000"
TR13,"615000","135000"
TR14,"615000","145000"
TR15,"615000","155000"
TR16,"615000","165000"
TR17,"615000","175000"
TM11,"615000","215000"
TM12,"615000","225000"
TM13,"615000","235000"
TM14,"615000","245000"
TM15,"615000","255000"
TM16,"615000","265000"
TM17,"615000","275000"
TM18,"615000","285000"
TM19,"615000","295000"
TG10,"615000","305000"
TG11,"615000","315000"
TG12,"615000","325000"
TG13,"615000","335000"
TG14,"615000","345000"
TR23,"625000","135000"
TR24,"625000","145000"
TR25,"625000","155000"
TR26,"625000","165000"
TR27,"625000","175000"
TM21,"625000","215000"
TM22,"625000","225000"
TM23,"625000","235000"
TM24,"625000","245000"
TM25,"625000","255000"
TM26,"625000","265000"
TM27,"625000","275000"
TM28,"625000","285000"
TM29,"625000","295000"
TG20,"625000","305000"
TG21,"625000","315000"
TG22,"625000","325000"
TG23,"625000","335000"
TG24,"625000","345000"
TR33,"635000","135000"
TR34,"635000","145000"
TR35,"635000","155000"
TR36,"635000","165000"
TR37,"635000","175000"
TM33,"635000","235000"
TM34,"635000","245000"
TM35,"635000","255000"
TM36,"635000","265000"
TM37,"635000","275000"
TM38,"635000","285000"
TM39,"635000","295000"
TG30,"635000","305000"
TG31,"635000","315000"
TG32,"635000","325000"
TG33,"635000","335000"
TR46,"645000","165000"
TR47,"645000","175000"
TM44,"645000","245000"
TM45,"645000","255000"
TM46,"645000","265000"
TM47,"645000","275000"
TM48,"645000","285000"
TM49,"645000","295000"
TG40,"645000","305000"
TG41,"645000","315000"
TG42,"645000","325000"
TG43,"645000","335000"
TM57,"655000","275000"
TM58,"655000","285000"
TM59,"655000","295000"
TG50,"655000","305000"
TG51,"655000","315000"
TG52,"655000","325000"
V19,"-195541","277809"
V29,"-185541","276977"
Q20,"-184709","286977"
V36,"-178030","246149"
V37,"-177202","256148"
V38,"-176372","266147"
V39,"-175542","276146"
Q30,"-174710","286145"
Q31,"-173877","296143"
V43,"-170511","215324"
V44,"-169685","225323"
V45,"-168859","235322"
V46,"-168032","245321"
V47,"-167203","255319"
V48,"-166374","265317"
V49,"-165543","275315"
Q40,"-164712","285313"
Q41,"-163879","295310"
L46,"-151276","445249"
V53,"-160512","214500"
V54,"-159687","224498"
V55,"-158861","234495"
V56,"-158034","244493"
V57,"-157205","254490"
V58,"-156376","264487"
V59,"-155546","274484"
Q50,"-154715","284481"
Q51,"-153883","294477"
Q52,"-153049","304474"
L54,"-142974","424414"
L55,"-142129","434408"
L56,"-141282","444402"
L57,"-140434","454395"
F50,"-137885","484374"
F51,"-137033","494367"
F52,"-136181","504359"
V63,"-150515","213675"
V64,"-149690","223672"
V65,"-148864","233669"
V66,"-148037","243665"
V67,"-147209","253661"
V68,"-146380","263658"
V69,"-145550","273654"
Q60,"-144719","283649"
Q61,"-143887","293645"
Q62,"-143054","303640"
Q63,"-142220","313635"
Q64,"-141385","323630"
L63,"-133826","413576"
L64,"-132981","423569"
L65,"-132135","433562"
L66,"-131289","443554"
L67,"-130441","453547"
L68,"-129593","463539"
L69,"-128743","473531"
F60,"-127893","483523"
F61,"-127041","493515"
F62,"-126189","503506"
F63,"-125335","513497"
F64,"-124481","523488"
V72,"-141342","202855"
V73,"-140518","212851"
V74,"-139693","222847"
V75,"-138868","232842"
V76,"-138041","242838"
V77,"-137213","252833"
V78,"-136384","262828"
V79,"-135554","272823"
Q70,"-134724","282818"
Q71,"-133892","292812"
Q72,"-133059","302807"
Q73,"-132225","312801"
Q74,"-131390","322795"
Q75,"-130555","332789"
L70,"-126361","382755"
L71,"-125519","392747"
L72,"-124677","402740"
L73,"-123833","412732"
L74,"-122989","422724"
L75,"-122143","432716"
L76,"-121297","442707"
L77,"-120449","452699"
L78,"-119601","462690"
L79,"-118752","472681"
F70,"-117901","482672"
F71,"-117050","492663"
F72,"-116198","502653"
F73,"-115345","512644"
F74,"-114491","522634"
V82,"-131346","202031"
V83,"-130523","212026"
V84,"-129698","222021"
V85,"-128873","232016"
V86,"-128046","242011"
V87,"-127218","252005"
V88,"-126390","261999"
V89,"-125560","271993"
Q80,"-124729","281987"
Q81,"-123898","291980"
Q82,"-123065","301974"
Q83,"-122232","311967"
Q84,"-121397","321960"
Q85,"-120561","331952"
Q86,"-119725","341945"
L80,"-116369","381914"
L81,"-115527","391905"
L82,"-114685","401897"
L83,"-113842","411888"
L84,"-112997","421879"
L85,"-112152","431870"
L86,"-111306","441861"
L87,"-110458","451851"
L88,"-109610","461841"
L89,"-108761","471832"
F80,"-107911","481821"
F81,"-107060","491811"
F82,"-106208","501801"
F83,"-105355","511790"
F84,"-104501","521779"
V91,"-122174","191214"
V92,"-121352","201208"
V93,"-120528","211202"
V94,"-119704","221196"
V95,"-118878","231190"
V96,"-118052","241183"
V97,"-117225","251177"
V98,"-116396","261170"
V99,"-115567","271163"
Q90,"-114736","281156"
Q91,"-113905","291148"
Q92,"-113072","301140"
Q93,"-112239","311133"
Q94,"-111405","321125"
Q95,"-110569","331116"
Q96,"-109733","341108"
Q97,"-108895","351100"
Q98,"-108057","361091"
L90,"-106378","381073"
L91,"-105536","391063"
L92,"-104694","401054"
L93,"-103851","411044"
L94,"-103007","421034"
L95,"-102162","431024"
L96,"-101315","441014"
L97,"-100468","451003"
L98,"-99620","460993"
L99,"-98771","470982"
F90,"-97922","480971"
F91,"-97071","490960"
F92,"-96219","500948"
F93,"-95366","510937"
F94,"-94512","520925"
W02,"-111358","200385"
W03,"-110535","210379"
W04,"-109711","220371"
W05,"-108885","230364"
W06,"-108059","240357"
W07,"-107232","250349"
W08,"-106404","260341"
W09,"-105574","270333"
R00,"-104744","280325"
R01,"-103913","290316"
R02,"-103081","300308"
R03,"-102247","310299"
R04,"-101413","320290"
R05,"-100578","330281"
R06,"-99742","340271"
R07,"-98905","350262"
R08,"-98066","360252"
R09,"-97227","370242"
M00,"-96387","380232"
M01,"-95546","390222"
M02,"-94704","400211"
M03,"-93861","410201"
M04,"-93017","420190"
M05,"-92172","430179"
M06,"-91326","440167"
M07,"-90479","450156"
M08,"-89632","460144"
M09,"-88783","470133"
G00,"-87933","480121"
G01,"-87082","490109"
G02,"-86231","500096"
G03,"-85378","510084"
G04,"-84525","520071"
W12,"-101365","199563"
W13,"-100542","209555"
W14,"-99718","219547"
W15,"-98893","229538"
W16,"-98067","239530"
W17,"-97240","249521"
W18,"-96412","259512"
W19,"-95583","269503"
R10,"-94753","279494"
R11,"-93922","289485"
R12,"-93090","299475"
R13,"-92257","309465"
R14,"-91423","319455"
R15,"-90588","329445"
R16,"-89752","339435"
R17,"-88915","349424"
R18,"-88077","359413"
R19,"-87238","369403"
M10,"-86398","379391"
M11,"-85557","389380"
M12,"-84715","399369"
M13,"-83872","409357"
M14,"-83029","419345"
M15,"-82184","429333"
M16,"-81338","439321"
M17,"-80491","449309"
M18,"-79644","459296"
M19,"-78795","469284"
G10,"-77946","479271"
G11,"-77095","489258"
G12,"-76244","499244"
G13,"-75391","509231"
G14,"-74538","519217"
W22,"-91374","198740"
W23,"-90551","208731"
W24,"-89727","218722"
W25,"-88902","228713"
W26,"-88076","238703"
W27,"-87249","248694"
W28,"-86422","258684"
W29,"-85593","268674"
R20,"-84763","278664"
R21,"-83932","288653"
R22,"-83100","298643"
R23,"-82267","308632"
R24,"-81433","318621"
R25,"-80598","328610"
R26,"-79763","338598"
R27,"-78926","348587"
R28,"-78088","358575"
R29,"-77249","368563"
M20,"-76410","378551"
M21,"-75569","388539"
M22,"-74727","398527"
M23,"-73885","408514"
M24,"-73041","418501"
M25,"-72196","428488"
M26,"-71351","438475"
M27,"-70504","448462"
M28,"-69657","458448"
M29,"-68808","468435"
G20,"-67959","478421"
G21,"-67109","488407"
G22,"-66258","498392"
G23,"-65405","508378"
W33,"-80561","207908"
W34,"-79737","217898"
W35,"-78912","227888"
W36,"-78086","237877"
W37,"-77260","247866"
W38,"-76432","257856"
W39,"-75603","267845"
R30,"-74774","277833"
R31,"-73943","287822"
R32,"-73111","297810"
R33,"-72279","307799"
R34,"-71445","317787"
R35,"-70610","327774"
R36,"-69775","337762"
R37,"-68938","347750"
R38,"-68100","357737"
R39,"-67262","367724"
M30,"-66422","377711"
M31,"-65582","387698"
M32,"-64740","397684"
M33,"-63898","407671"
M34,"-63054","417657"
M35,"-62210","427643"
M36,"-61365","437629"
M37,"-60518","447615"
M38,"-59671","457600"
M39,"-58823","467586"
G30,"-57974","477571"
G31,"-57123","487556"
G32,"-56272","497541"
G33,"-55420","507525"
G34,"-54567","517510"
W43,"-70571","207085"
W44,"-69748","217074"
W45,"-68923","227063"
W46,"-68098","237051"
W47,"-67271","247039"
W48,"-66443","257027"
W49,"-65615","267015"
R40,"-64785","277003"
R41,"-63955","286991"
R42,"-63123","296978"
R43,"-62291","306965"
R44,"-61457","316952"
R45,"-60623","326939"
R46,"-59787","336926"
R47,"-58951","346913"
R48,"-58114","356899"
R49,"-57275","366885"
M40,"-56436","376871"
M41,"-55595","386857"
M42,"-54754","396843"
M43,"-53912","406828"
M44,"-53069","416813"
M45,"-52224","426798"
M46,"-51379","436783"
M47,"-50533","446768"
M48,"-49686","456753"
M49,"-48838","466737"
G40,"-47989","476721"
G41,"-47139","486705"
G42,"-46288","496689"
G43,"-45436","506673"
G47,"-42019","546606"
G48,"-41163","556589"
W53,"-60583","206262"
W54,"-59759","216250"
W55,"-58935","226238"
W56,"-58110","236225"
W57,"-57283","246212"
W58,"-56456","256200"
W59,"-55628","266186"
R50,"-54798","276173"
R51,"-53968","286160"
R52,"-53137","296146"
R53,"-52304","306133"
R54,"-51471","316119"
R55,"-50637","326104"
R56,"-49801","336090"
R57,"-48965","346076"
R58,"-48128","356061"
R59,"-47290","366046"
M50,"-46450","376031"
M51,"-45610","386016"
M52,"-44769","396001"
M53,"-43927","405985"
M54,"-43084","415970"
M55,"-42240","425954"
M56,"-41395","435938"
M57,"-40549","445922"
M58,"-39702","455905"
M59,"-38854","465889"
G50,"-38005","475872"
G51,"-37155","485855"
G52,"-36305","495838"
G53,"-35453","505821"
G54,"-34600","515803"
G55,"-33747","525786"
G57,"-32037","545750"
G58,"-31180","555732"
G59,"-30323","565714"
W63,"-50595","205439"
W64,"-49772","215426"
W65,"-48948","225413"
W66,"-48123","235399"
W67,"-47297","245386"
W68,"-46469","255372"
W69,"-45641","265358"
R60,"-44812","275344"
R61,"-43982","285329"
R62,"-43151","295315"
R63,"-42319","305300"
R64,"-41485","315285"
R65,"-40651","325270"
R66,"-39816","335255"
R67,"-38980","345239"
R68,"-38143","355223"
R69,"-37305","365208"
M60,"-36466","375192"
M61,"-35626","385176"
M62,"-34785","395159"
M63,"-33943","405143"
M64,"-33100","415126"
M65,"-32256","425109"
M66,"-31411","435092"
M67,"-30566","445075"
M68,"-29719","455058"
M69,"-28871","465040"
G60,"-28023","475023"
G61,"-27173","485005"
G62,"-26322","494987"
G63,"-25471","504969"
G64,"-24618","514950"
G65,"-23765","524932"
G66,"-22911","534913"
G67,"-22055","544894"
G68,"-21199","554875"
G69,"-20342","564856"
B60,"-19484","574837"
B61,"-18625","584817"
B62,"-17765","594797"
W74,"-39786","214603"
W75,"-38962","224588"
W76,"-38137","234574"
W77,"-37311","244559"
W78,"-36484","254544"
W79,"-35656","264529"
R70,"-34827","274514"
R71,"-33997","284499"
R72,"-33166","294483"
R73,"-32334","304467"
R74,"-31501","314451"
R75,"-30667","324435"
R76,"-29832","334419"
R77,"-28996","344403"
R78,"-28159","354386"
R79,"-27321","364369"
M70,"-26482","374352"
M71,"-25643","384335"
M72,"-24802","394318"
M73,"-23960","404301"
M74,"-23117","414283"
M75,"-22274","424265"
M76,"-21429","434247"
M77,"-20583","444229"
M78,"-19737","454211"
M79,"-18889","464192"
G70,"-18041","474174"
G71,"-17191","484155"
G72,"-16341","494136"
G73,"-15490","504117"
G74,"-14637","514097"
G75,"-13784","524078"
G76,"-12930","534058"
G77,"-12075","544039"
G78,"-11219","554019"
G79,"-10362","563998"
B70,"-9504","573978"
B71,"-8645","583958"
B72,"-7785","593937"
B73,"-6924","603916"
W85,"-28977","223764"
W86,"-28152","233748"
W87,"-27326","243733"
W88,"-26499","253717"
W89,"-25671","263701"
R80,"-24843","273685"
R81,"-24013","283668"
R82,"-23182","293652"
R83,"-22350","303635"
R84,"-21517","313618"
R85,"-20684","323601"
R86,"-19849","333584"
R87,"-19013","343566"
R88,"-18176","353549"
R89,"-17339","363531"
M80,"-16500","373513"
M81,"-15660","383495"
M82,"-14820","393477"
M83,"-13978","403458"
M84,"-13136","413440"
M85,"-12292","423421"
M86,"-11448","433402"
M87,"-10602","443383"
M88,"-9756","453364"
M89,"-8908","463344"
G80,"-8060","473325"
G81,"-7211","483305"
G82,"-6360","493285"
G83,"-5509","503265"
G84,"-4657","513245"
G85,"-3804","523224"
G86,"-2950","533204"
G87,"-2095","543183"
G88,"-1239","553162"
G89,"-382","563141"
B80,"475","573120"
B81,"1334","583098"
B82,"2194","593077"
B83,"3054","603055"
B84,"3916","613033"
W95,"-18993","222940"
W96,"-18168","232923"
W97,"-17342","242906"
W98,"-16516","252890"
W99,"-15688","262872"
R90,"-14859","272855"
R91,"-14030","282838"
R92,"-13199","292820"
R93,"-12367","302803"
R94,"-11535","312785"
R95,"-10701","322767"
R96,"-9867","332749"
R97,"-9031","342730"
R98,"-8195","352712"
R99,"-7357","362693"
M90,"-6518","372674"
M91,"-5679","382655"
M92,"-4839","392636"
M93,"-3997","402616"
M94,"-3155","412597"
M95,"-2311","422577"
M96,"-1467","432557"
M97,"-622","442537"
