gr,freq
G58P,4
G58S,1
G58U,1
G59Q,1
G60B,1
G60D,2
G60E,1
G60F,2
G60G,1
G60H,2
G60I,1
G60J,1
G60K,2
G60N,3
G60Q,2
G60R,1
G60S,1
G60T,1
G60U,1
G60V,4
G60W,2
G60X,1
G60Y,2
G60Z,1
G61A,5
G61B,4
G61E,6
G61F,2
G61H,3
G61I,5
G61J,6
G61K,2
G61L,1
G61M,3
G61N,2
G61P,4
G61Q,1
G61T,3
G61U,2
G61W,7
G61X,3
G61Y,3
G61Z,6
G62A,1
G62B,2
G62C,4
G62D,2
G62E,2
G62F,3
G62G,3
G62H,2
G62I,2
G62J,1
G62K,1
G62L,1
G62M,1
G62N,4
G62P,6
G62Q,4
G62R,2
G62S,3
G62V,2
G62W,10
G62X,26
G62Y,5
G62Z,5
G63A,3
G63C,2
G63D,11
G63E,4
G63F,1
G63G,9
G63H,10
G63I,2
G63J,5
G63L,6
G63M,1
G63Q,11
G63R,5
G63T,2
G63U,1
G63V,14
G63W,2
G63X,6
G63Y,9
G63Z,6
G64B,9
G64C,5
G64D,6
G64E,4
G64F,6
G64G,3
G64H,10
G64I,1
G64J,5
G64K,4
G64L,1
G64M,1
G64N,2
G64P,2
G64Q,4
G64R,14
G64S,2
G64T,4
G64V,8
G64W,3
G64X,4
G64Y,2
G64Z,3
G65F,5
G65Q,2
G65R,5
G65V,6
G65W,3
G65X,5
G65Y,5
G67B,1
G67C,1
G67D,1
G67G,1
G67H,2
G67J,1
G67Y,2
G68A,1
G68B,1
G68C,1
G68J,1
G68P,1
G68T,1
G68Z,1
G69L,2
G69N,2
G69Q,1
G69S,1
G69T,3
G69V,1
G69X,4
G69Y,5
G69Z,3
G70B,1
G70C,1
G70E,1
G70F,3
G70G,2
G70H,2
G70I,1
G70J,2
G70L,2
G70M,2
G70N,2
G70P,3
G70Q,1
G70V,1
G70W,1
G70Y,2
G70Z,4
G71B,1
G71C,1
G71D,3
G71F,5
G71G,1
G71I,18
G71K,10
G71L,1
G71M,3
G71N,3
G71P,12
G71Q,6
G71R,2
G71S,9
G71U,1
G71V,2
G71W,6
G71Y,3
G72A,16
G72B,5
G72C,4
G72D,7
G72E,4
G72F,15
G72I,2
G72J,2
G72L,8
G72M,2
G72P,2
G72Q,2
G72R,4
G72S,2
G72T,4
G72U,4
G72V,2
G72W,2
G72X,3
G72Y,3
G72Z,5
G73A,2
G73B,8
G73C,15
G73D,9
G73E,4
G73F,5
G73G,6
G73H,16
G73I,5
G73J,5
G73L,15
G73M,26
G73N,9
G73P,9
G73R,7
G73S,13
G73T,12
G73V,1
G73W,4
G73X,10
G73Y,7
G73Z,3
G74A,2
G74D,2
G74E,3
G74F,5
G74G,2
G74H,3
G74I,3
G74J,2
G74K,2
G74L,11
G74M,2
G74N,4
G74P,7
G74Q,7
G74R,8
G74U,2
G74V,4
G74W,1
G74Y,4
G74Z,1
G75A,2
G75B,2
G75C,5
G75D,9
G75E,1
G75F,2
G75G,5
G75H,4
G75I,4
G75K,2
G75L,4
G75M,5
G75N,8
G75Q,2
G75R,6
G75S,2
G75T,4
G75U,1
G75V,3
G75W,1
G75X,2
G75Y,5
G75Z,4
G76E,5
G77A,1
G77D,1
G77H,1
G77L,1
G77M,2
G77P,1
G77S,1
G77Y,1
G77Z,1
G78E,1
G78J,1
G78V,1
G78X,1
G79A,2
G79C,2
G79D,2
G79E,4
G79P,1
G79U,1
G79Z,3
G80B,2
G80F,1
G80G,1
G80H,3
G80L,5
G80M,5
G80N,1
G80R,1
G80S,5
G80T,2
G80U,1
G80V,2
G81A,1
G81B,6
G81C,2
G81D,1
G81E,2
G81F,2
G81G,7
G81I,5
G81J,2
G81M,4
G81P,1
G81U,2
G81W,4
G81X,1
G81Y,2
G82A,2
G82B,4
G82C,1
G82D,1
G82E,3
G82G,1
G82H,1
G82I,1
G82J,1
G82N,1
G82P,1
G82Q,2
G82R,1
G82T,3
G82U,5
G82W,1
G82Y,1
G82Z,4
G83A,3
G83B,1
G83C,5
G83D,5
G83E,1
G83F,3
G83G,1
G83H,1
G83I,1
G83J,1
G83L,1
G83M,2
G83N,1
G83P,3
G83Q,2
G83R,3
G83S,2
G83T,2
G83U,3
G83V,1
G83X,1
G83Y,3
G83Z,7
G84A,2
G84B,2
G84C,3
G84D,2
G84E,1
G84F,3
G84G,1
G84H,5
G84I,1
G84K,8
G84L,2
G84M,1
G84Q,5
G84R,3
G84T,2
G84V,4
G84W,1
G84X,3
G84Z,1
G85A,3
G85B,2
G85C,2
G85D,1
G85G,4
G85H,1
G85I,3
G85L,3
G85M,3
G85Q,1
G85R,3
G85S,2
G85V,1
G85W,4
G85X,7
G85Y,3
G86L,2
G86Q,3
G86R,1
G86U,1
G86W,1
G86Z,2
G87D,1
G87M,2
G87T,1
G87U,1
G87V,1
G87W,5
G87Y,3
G87Z,1
G89B,1
G89E,3
G89M,2
G90A,1
G90F,2
G90K,2
G90L,2
G90M,5
G90N,1
G90P,1
G90Q,2
G90R,3
G90S,1
G90U,1
G90X,5
G90Y,2
G90Z,1
G91J,1
G91L,1
G91M,1
G91P,2
G91Q,8
G91R,6
G91T,2
G91V,4
G91Y,1
G91Z,2
G92A,5
G92B,2
G92C,2
G92D,1
G92E,1
G92I,1
G92J,1
G92L,3
G92R,4
G92S,4
G92U,1
G92V,1
G92W,4
G92Y,1
G92Z,1
G93A,2
G93B,1
G93C,1
G93D,3
G93E,2
G93I,2
G93J,7
G93M,2
G93N,2
G93P,1
G93Q,2
G93S,1
G93T,1
G93U,1
G93X,1
G93Y,2
G93Z,1
G94A,1
G94B,3
G94C,4
G94D,1
G94E,4
G94F,1
G94G,4
G94H,1
G94I,1
G94J,8
G94K,1
G94L,1
G94M,1
G94N,2
G94P,2
G94S,3
G94T,2
G94U,1
G94V,1
G94W,1
G94X,4
G94Y,1
G94Z,2
G95A,6
G95B,1
G95C,9
G95D,2
G95F,11
G95G,6
G95H,1
G95I,1
G95J,5
G95K,2
G95L,1
G95M,2
G95P,1
G95Q,3
G95S,1
G95T,3
G95U,4
G95V,1
G95W,4
G95X,2
G95Y,6
G95Z,3
G96A,1
G96D,1
G96F,1
G96J,1
G96N,1
G96Q,3
G96V,3
G96X,2
G97B,2
G97F,1
G97H,1
G97J,2
G97R,1
G97V,1
G97X,1
G98A,1
G98L,1
G98M,2
G98R,2
G98T,1
G98V,1
G98W,2
G98Z,1
G99G,1
G99S,1
H00B,1
H00C,1
H00D,2
H00E,2
H00F,2
H00I,4
H00J,6
H00L,2
H00N,1
H00P,4
H00W,1
H00X,1
H00Y,1
H00Z,2
H01B,2
H01F,2
H01G,1
H01K,1
H01L,1
H01P,1
H01Q,1
H01T,1
H01V,8
H01X,1
H02B,2
H02C,2
H02G,3
H02H,2
H02P,1
H02S,2
H02X,2
H03A,2
H03D,4
H03E,2
H03H,1
H03I,2
H03J,10
H03N,2
H03P,3
H03S,2
H03T,2
H03U,4
H03V,2
H03W,1
H03X,7
H03Y,8
H03Z,9
H04A,1
H04B,3
H04C,1
H04D,1
H04E,1
H04F,1
H04G,2
H04H,2
H04I,1
H04J,2
H04K,2
H04M,1
H04N,3
H04P,5
H04Q,1
H04R,3
H04S,1
H04T,4
H04U,1
H04V,11
H04W,2
H04X,1
H04Y,2
H04Z,7
H05A,1
H05B,1
H05C,1
H05D,3
H05E,19
H05F,3
H05H,1
H05I,5
H05J,12
H05K,3
H05L,1
H05M,2
H05N,3
H05P,7
H05Q,11
H05R,7
H05S,3
H05T,9
H05U,3
H05V,10
H05W,14
H05X,7
H05Y,5
H05Z,2
H06A,5
H06B,1
H06F,16
H06G,2
H06H,2
H06K,2
H06L,2
H06M,1
H06R,4
H06S,3
H06T,1
H06U,1
H06V,1
H06W,4
H06X,3
H06Y,2
H07E,1
H07I,1
H07V,1
H07W,2
H07X,1
H08B,1
H08P,1
H08V,1
H08Y,1
H08Z,2
H09D,1
H09P,2
H09Q,3
H09V,1
H09W,2
H09X,1
H10A,2
H10D,3
H10E,1
H10F,4
H10I,2
H10K,1
H10P,1
H10Q,2
H10S,1
H10U,3
H10W,2
H10Y,1
H10Z,2
H11D,1
H11E,1
H11F,2
H11G,3
H11I,1
H11K,1
H11L,1
H11Q,1
H11R,6
H11V,6
H11W,1
H11Z,2
H12C,1
H12L,1
H12M,1
H12U,2
H12Y,2
H12Z,4
H13A,1
H13B,4
H13C,6
H13D,17
H13E,7
H13G,5
H13H,10
H13I,2
H13J,6
H13K,5
H13L,11
H13M,4
H13N,2
H13P,1
H13Q,3
H13R,8
H13S,6
H13T,2
H13U,1
H13V,5
H13Y,2
H13Z,3
H14A,1
H14B,1
H14C,1
H14D,5
H14E,1
H14F,1
H14G,2
H14H,6
H14I,2
H14J,4
H14K,6
H14L,7
H14M,2
H14N,4
H14P,2
H14Q,1
H14R,5
H14S,1
H14T,2
H14U,3
H14V,2
H14W,1
H14X,4
H14Y,7
H14Z,10
H15A,2
H15B,4
H15C,3
H15D,8
H15E,2
H15F,3
H15G,1
H15H,5
H15I,12
H15K,2
H15L,4
H15M,11
H15P,12
H15Q,8
H15R,8
H15S,14
H15T,11
H15U,22
H15V,13
H15W,21
H15X,13
H15Z,4
H16A,2
H16B,7
H16C,5
H16D,1
H16F,2
H16G,3
H16I,1
H16J,2
H16K,9
H16L,7
H16M,6
H16N,6
H16P,1
H16Q,10
H16R,4
H16S,6
H16T,4
H16U,1
H16V,4
H16W,1
H16X,1
H16Y,2
H16Z,1
H17D,1
H17F,1
H17K,2
H17L,1
H17Q,3
H17R,5
H17U,1
H17V,4
H17W,2
H18C,1
H18I,1
H18N,1
H18Q,1
H18R,4
H19A,1
H19F,1
H19G,1
H19M,4
H20A,2
H20B,1
H20F,1
H20G,1
H20H,5
H20I,1
H20K,1
H20M,2
H20N,1
H20Q,1
H20R,1
H20S,2
H20T,3
H20U,1
H20Z,2
H21A,4
H21B,2
H21G,1
H21N,1
H21R,1
H21T,1
H21U,2
H21Z,2
H22A,2
H22C,1
H22D,3
H22E,5
H22H,2
H22I,2
H22J,7
H22L,1
H22N,3
H22P,2
H22Q,2
H22R,3
H22T,1
H22U,1
H22V,2
H22W,5
H22X,2
H22Y,1
H22Z,1
H23A,2
H23B,1
H23C,2
H23D,1
H23E,7
H23F,2
H23G,2
H23H,1
H23I,1
H23J,4
H23K,4
H23L,5
H23M,8
H23N,1
H23P,5
H23Q,7
H23R,13
H23S,13
H23T,7
H23U,1
H23V,8
H23W,17
H23X,19
H23Y,6
H23Z,9
H24A,3
H24B,3
H24C,6
H24D,2
H24E,7
H24F,4
H24G,2
H24H,7
H24I,9
H24J,3
H24K,7
H24L,15
H24M,5
H24N,5
H24P,5
H24R,4
H24S,3
H24T,1
H24U,1
H24V,1
H24W,2
H24X,3
H24Y,2
H24Z,1
H25A,34
H25B,20
H25C,8
H25D,9
H25E,4
H25F,6
H25G,13
H25H,5
H25I,12
H25J,6
H25K,14
H25L,2
H25M,7
H25N,4
H25P,1
H25Q,4
H25R,4
H25S,2
H25V,5
H25W,20
H25X,6
H26A,8
H26B,3
H26C,6
H26D,4
H26E,4
H26F,5
H26G,8
H26H,5
H26I,2
H26J,4
H26K,2
H26L,4
H26M,4
H26N,6
H26P,5
H26Q,1
H26R,4
H26S,2
H26T,4
H26U,2
H26W,1
H26X,3
H26Y,5
H27A,8
H27B,1
H27F,2
H27H,1
H27I,1
H27S,12
H27W,1
H27X,2
H27Y,5
H28A,2
H28B,1
H28C,1
H28G,2
H28J,1
H28M,1
H28N,1
H28V,1
H28W,1
H28X,1
H28Y,1
H29B,1
H29C,2
H29J,2
H29M,2
H29Q,1
H29S,2
H29U,1
H30E,1
H30H,1
H30J,1
H30L,1
H30M,4
H30N,6
H30Q,1
H30T,2
H30X,1
H30Z,2
H31A,1
H31J,1
H31K,1
H31L,1
H31N,1
H31P,1
H31Q,1
H31R,1
H31T,2
H31U,3
H31W,1
H31Y,1
H31Z,1
H32A,2
H32B,1
H32C,2
H32D,1
H32E,6
H32F,5
H32G,3
H32H,13
H32I,6
H32J,5
H32K,1
H32L,17
H32M,19
H32N,5
H32P,2
H32Q,1
H32R,12
H32S,26
H32T,13
H32U,1
H32V,8
H32W,14
H32X,14
H32Y,4
H32Z,5
H33A,11
H33B,13
H33C,4
H33D,8
H33E,1
H33F,14
H33G,5
H33H,1
H33I,3
H33J,1
H33K,2
H33L,8
H33M,2
H33N,2
H33P,6
H33Q,2
H33R,4
H33S,2
H33T,1
H33U,1
H33V,2
H33W,1
H33X,3
H33Y,3
H33Z,3
H34A,2
H34B,3
H34C,4
H34D,4
H34E,6
H34F,8
H34G,5
H34H,3
H34I,3
H34J,1
H34K,1
H34L,1
H34M,4
H34N,2
H34P,4
H34Q,11
H34R,4
H34S,1
H34T,1
H34U,6
H34V,3
H34W,2
H34X,6
H34Y,2
H35A,4
H35B,1
H35C,1
H35F,5
H35K,9
H35L,3
H35Q,6
H35R,2
H35S,2
H35T,1
H35U,1
H35V,6
H35W,6
H35X,4
H35Y,1
H36D,1
H36E,1
H36F,5
H36H,1
H36I,1
H36L,1
H36V,1
H37A,3
H37B,1
H37C,4
H37H,7
H37I,2
H37M,2
H37N,2
H37P,3
H37R,2
H37S,1
H37X,2
H38A,5
H38C,1
H38F,1
H38P,1
H38R,10
H38S,6
H38T,2
H38U,4
H38X,1
H39C,2
H39D,1
H39H,1
H39I,6
H39K,1
H39L,3
H39N,1
H39P,12
H39Q,2
H39Z,7
H40E,1
H40G,2
H40L,1
H40Q,1
H40T,1
H40W,1
H40Z,1
H41B,1
H41D,1
H41H,1
H41J,8
H41K,2
H41N,4
H41P,2
H41U,1
H41V,1
H41Z,1
H42A,11
H42B,10
H42C,7
H42D,2
H42E,3
H42F,2
H42G,5
H42H,3
H42I,3
H42J,1
H42L,2
H42M,3
H42N,1
H42P,1
H42Q,1
H42R,1
H42S,2
H42T,7
H42U,1
H42V,4
H42W,1
H42X,1
H42Y,10
H42Z,8
H43A,3
H43B,2
H43C,1
H43D,2
H43E,1
H43F,5
H43G,2
H43H,1
H43I,1
H43J,3
H43K,8
H43L,1
H43M,2
H43N,1
H43P,2
H43Q,5
H43R,3
H43S,1
H43T,1
H43U,1
H43V,2
H43W,1
H43X,2
H43Y,1
H43Z,1
H44A,3
H44B,6
H44C,27
H44D,7
H44E,6
H44F,2
H44G,2
H44H,6
H44I,3
H44K,3
H44L,9
H44M,3
H44N,2
H44P,8
H44Q,4
H44R,2
H44S,2
H44T,3
H44V,8
H44W,6
H44X,2
H44Z,1
H45A,7
H45C,1
H45F,3
H45K,1
H45P,1
H45Q,1
H45R,1
H45V,1
H45Y,1
H46E,1
H46F,1
H46I,1
H46J,3
H46K,4
H46Q,2
H46R,1
H46T,1
H46W,2
H46X,2
H47B,1
H47C,1
H47G,3
H47H,5
H47I,3
H47J,4
H47L,3
H47N,7
H47P,1
H47R,1
H47U,2
H47X,3
H48B,1
H48C,3
H48D,1
H48F,6
H48G,3
H48I,3
H48K,2
H48M,1
H48N,4
H48P,21
H48S,2
H48T,8
H48U,1
H48X,3
H48Y,5
H49C,1
H49E,1
H49J,2
H49P,3
H49Y,2
H50B,2
H50C,2
H50I,1
H50Q,1
H50T,1
H50Z,2
H51C,1
H51E,2
H51F,1
H51V,1
H51X,1
H51Z,1
H52A,1
H52E,4
H52I,1
H52J,6
H52N,3
H52P,1
H52V,2
H52W,1
H53A,4
H53B,1
H53C,1
H53D,1
H53E,1
H53F,14
H53H,1
H53I,1
H53J,1
H53K,13
H53L,5
H53M,1
H53N,2
H53P,1
H53S,1
H53U,1
H53W,1
H53X,1
H53Z,1
H54A,5
