gr,freq
B61M,1
B61N,1
B61R,3
B61T,1
B61X,7
B61Y,1
B70A,1
B70E,1
B70I,1
B70L,3
B70M,1
B70N,1
B70P,1
B71A,1
B71B,4
B71C,2
B71I,2
B72K,1
B72T,5
B72W,2
B72Z,2
B73V,1
B80M,1
B80N,1
B80T,1
B81B,2
B81E,1
B82B,1
B82C,2
B82D,1
B82Q,1
B83A,2
B83B,1
B83L,1
B83W,3
B84N,18
B84S,2
B90A,2
B90G,1
B90L,1
B90Q,1
B90Y,1
B91A,1
B91G,1
B91J,2
B91W,1
B92A,1
B92B,2
B92D,1
B92E,1
B92L,2
B92U,1
B92Y,1
B93C,1
B93F,1
B93G,1
B93H,2
B93L,1
B93M,2
B93S,1
B93X,2
B93Y,3
B94V,2
C00A,3
C00F,1
C00P,2
C00W,1
C01A,1
C01E,1
C01M,1
C01N,1
C01P,1
C01Q,1
C01T,2
C01U,1
C01X,1
C02C,1
C02F,1
C02G,1
C02L,1
C02U,1
C03A,1
C03C,1
C03D,6
C03E,1
C03G,1
C03M,1
C03N,3
C03Q,1
C03S,2
C03V,1
C03X,2
C04A,2
C04F,1
C04V,1
C10E,2
C10J,1
C10L,1
C10P,1
C10Q,1
C10R,1
C10W,1
C10Z,1
C11A,1
C11B,2
C11D,1
C11J,1
C11T,1
C11W,1
C11Y,2
C12C,1
C12I,2
C12K,1
C12Q,1
C12R,1
C12T,1
C12V,2
C12Y,1
C12Z,1
C13A,1
C13C,1
C13E,2
C13V,1
C13Y,1
C13Z,1
C14G,1
C14H,2
C14K,2
C14R,1
C14S,1
C20F,2
C20K,1
C20L,3
C20M,1
C20T,1
C20V,12
C20X,1
C21A,1
C21B,1
C21I,1
C21J,1
C21K,2
C21N,1
C21P,1
C21U,1
C22A,4
C22E,1
C22F,1
C22M,1
C22Q,1
C22Z,2
C23A,1
C23D,1
C23J,1
C23L,1
C23M,1
C23S,1
C23W,1
C23Z,1
C24A,1
C24C,2
C24D,1
C24H,1
C24I,3
C24K,2
C24L,1
C30B,1
C30J,1
C30K,2
C30L,1
C30P,1
C30R,5
C31E,5
C31F,2
C31I,1
C31K,4
C31M,4
C31Q,3
C31V,1
C32B,1
C32C,1
C32D,1
C32E,1
C32F,1
C32H,2
C32K,1
C32L,4
C32Z,1
C33A,3
C33G,2
C33H,1
C34B,1
C34C,4
C34J,1
C34N,2
C34S,1
C34U,1
C34W,1
C34Z,1
C35V,1
C35W,1
C35Z,2
C40B,1
C40C,4
C40G,1
C40H,15
C40K,16
C40L,4
C40M,4
C40R,1
C40S,1
C40V,4
C40W,2
C40X,1
C40Y,13
C41B,3
C41C,1
C41E,1
C41H,6
C41L,1
C41N,2
C41P,10
C41Q,1
C41R,6
C41S,1
C41T,2
C41U,20
C41V,4
C41W,2
C41Y,1
C42E,1
C42K,6
C42M,2
C42Q,4
C42R,4
C42V,6
C42W,3
C43N,2
C43R,1
C43T,2
C44B,1
C44E,1
C44M,2
C45B,2
C45C,1
C45F,3
C45G,1
C45K,1
C46X,3
C50A,1
C50D,7
C50E,5
C50I,8
C50J,2
C50L,1
C50M,1
C50N,2
C50R,4
C50S,1
C50U,1
C50V,2
C50W,2
C51A,19
C51E,1
C51F,9
C51I,4
C51J,16
C51M,3
C51P,1
C51R,3
C51T,3
C51U,4
C51W,6
C52A,1
C52B,4
C52E,2
C52F,3
C52G,7
C52K,1
C52L,1
C52Q,3
C52W,1
C53A,1
C54A,1
C54B,1
C54I,1
C54J,2
C54P,3
C54R,1
C54U,1
C54W,2
C54Y,3
C55C,1
C55F,1
C55G,1
C60A,1
C60G,1
C60H,3
C60L,5
C60M,3
C60N,2
C60P,6
C60R,5
C60S,14
C60T,2
C60X,3
C60Y,1
C60Z,5
C61K,8
C61U,2
C61V,8
C61Z,2
C62A,1
C62B,3
C62C,1
C62F,1
C62G,2
C62H,3
C62I,3
C62J,1
C62L,2
C62P,13
C62Q,8
C62R,3
C62S,2
C62U,3
C62V,1
C62W,2
C62X,1
C62Z,3
C63E,1
C63J,1
C63K,2
C63Q,5
C63R,1
C63T,14
C63U,2
C63V,3
C63W,1
C63X,7
C63Y,7
C64H,2
C64I,1
C64K,1
C64W,2
C70C,2
C70D,2
C70F,1
C70G,1
C70I,1
C70N,2
C70T,1
C70W,2
C71C,5
C71E,3
C71F,2
C71S,1
C72A,2
C72H,7
C72I,2
C72L,1
C72N,1
C72R,1
C72S,1
C72V,1
C72Z,2
C73B,1
C73C,1
C73D,2
C73G,2
C73H,24
C73I,1
C73M,5
C73T,1
C73V,1
C73X,8
C73Y,11
C80C,1
C80F,1
C80G,8
C80H,1
C80K,2
C80L,1
C80M,3
C80S,4
C80T,3
C80W,1
C80X,3
C81A,5
C81B,1
C81C,6
C81D,3
C81H,12
C81I,5
C81J,2
C81L,1
C81M,1
C81N,3
C81P,2
C81Q,3
C81R,6
C81S,2
C81T,4
C81V,3
C81W,3
C81X,4
C81Z,6
C82C,1
C82E,3
C82G,1
C82K,1
C82P,1
C82U,9
C82V,1
C82X,1
C82Y,1
C82Z,1
C83A,1
C83C,23
C83D,8
C83I,1
C83J,1
C83K,8
C83L,3
C83P,2
C83Q,2
C83T,1
C83U,4
C83V,1
C83Y,1
C83Z,2
C84K,5
C84Q,2
C84V,8
C90F,1
C90I,2
C90K,5
C90L,2
C90R,1
C90S,9
C90T,4
C90V,1
C90W,9
C90Y,2
C91D,3
C91E,1
C91F,3
C91G,8
C91H,4
C91I,2
C91P,2
C91Q,1
C91R,2
C91S,3
C91T,4
C91V,1
C91X,5
C91Y,1
C92A,3
C92B,5
C92C,1
C92H,6
C92I,4
C92L,1
C92M,2
C92P,2
C92U,1
C92W,2
C92X,2
C92Y,2
C93D,1
C93F,4
C93G,2
C93K,4
C93L,13
C93M,2
C93N,7
C93P,1
C93Q,3
C93R,3
C93S,1
C93V,1
C94A,3
C94F,3
C94G,18
C94K,6
C94L,3
C94M,16
C94R,1
C94S,2
C94V,1
C94X,5
D00A,3
D00B,1
D00E,2
D00K,1
D00L,2
D00M,7
D00N,9
D00P,7
D00R,2
D00S,3
D00T,2
D00V,1
D00Z,2
D01C,2
D01D,7
D01H,2
D01J,4
D01K,6
D01L,4
D01M,9
D01N,3
D01P,3
D01Z,2
D02B,3
D02E,4
D02F,1
D02H,2
D02J,1
D02K,1
D02M,2
D02P,2
D02R,4
D02S,10
D02T,1
D02U,2
D02W,3
D02Y,3
D02Z,4
D03A,1
D03C,1
D03D,2
D03F,2
D03H,1
D03L,1
D03P,1
D03R,8
D03S,3
D03T,1
D03X,1
D03Z,19
D04B,31
D04C,5
D04G,6
D04H,43
D04M,1
D04Q,2
D04S,1
D04W,13
D05V,11
D10B,3
D10C,1
D10E,3
D10F,1
D10H,6
D10I,1
D10L,2
D10M,1
D10N,11
D10P,4
D10Q,2
D10T,4
D10U,4
D10W,2
D10Y,2
D10Z,1
D11A,6
D11B,3
D11H,2
D11I,2
D11J,6
D11M,5
D11N,4
D11P,3
D11Q,4
D11T,9
D11U,7
D11W,4
D11Y,5
D11Z,2
D12E,3
D12G,4
D12T,4
D12U,2
D12W,3
D12X,2
D12Y,2
D12Z,3
D13B,1
D13C,1
D13D,1
D13E,3
D13G,9
D13H,5
D13I,6
D13J,1
D13M,3
D13N,6
D13P,1
D13U,3
D13V,3
D13Y,1
D13Z,2
D14A,19
D14F,15
D14K,5
D14L,3
D14P,8
D14Q,10
D14R,8
D14V,10
D14W,40
D15A,7
D15B,1
D15F,1
D15K,7
D20D,2
D20E,2
D20F,2
D20I,9
D20J,2
D20P,1
D20T,3
D20U,2
D20V,2
D20Z,7
D21A,4
D21E,1
D21F,2
D21G,3
D21J,1
D21P,2
D21R,1
D21S,8
D21U,9
D21V,2
D21W,2
D21X,3
D21Y,3
D21Z,3
D22A,2
D22B,1
D22E,2
D22F,5
D22G,8
D22I,2
D22J,2
D22N,4
D22P,9
D22S,11
D22V,5
D22W,10
D22X,19
D23A,7
D23B,3
D23C,3
D23G,7
D23I,4
D23J,9
D23L,8
D23M,1
D23N,10
D23P,3
D24A,12
D24F,9
D30B,4
D30D,6
D30E,8
D30G,2
D30I,5
D30J,2
D30K,7
D30Q,3
D30R,1
D30S,2
D30T,3
D30V,2
D30W,8
D30X,3
D30Y,1
D31A,8
D31B,5
D31C,38
D31D,20
D31F,2
D31G,8
D31H,6
D31L,1
D32B,2
D40A,14
D40B,13
D40G,8
D40K,4
D40L,4
D40R,4
F50M,2
F50S,2
F50X,1
F50Y,1
F52K,2
F60C,1
F60I,2
F60M,5
F60U,1
F60X,1
F61E,6
F61J,4
F61P,2
F62F,2
F62H,1
F62J,3
F62M,1
F62N,5
F62P,1
F62U,1
F63K,5
F63L,4
F63M,1
F63N,3
F63Z,1
F70E,1
F70I,1
F70K,2
F70X,1
F71C,1
F71H,1
F71M,2
F71P,1
F71Q,1
F71U,1
F71V,1
F71Z,1
F72I,1
F72J,2
F72P,1
F73A,1
F73B,2
F73E,2
F73S,1
F73V,1
F80D,1
F80E,1
F80F,1
F80T,1
F81C,2
F81H,2
F82H,1
F82K,1
F82W,1
F83A,1
F83I,1
F83M,1
F83W,1
F84A,1
F84G,1
F84Q,1
F84W,2
F90Q,2
F90Z,1
F91Y,2
F92B,1
F92K,1
F92L,1
F92Q,2
F92R,1
F93M,2
F93Z,1
F94V,3
G00Q,1
G00V,2
G01E,1
G01J,1
G02A,1
G02W,3
G03W,1
G04F,3
G04Q,1
G04V,1
G10A,1
G10F,2
G10M,1
G11H,1
G11M,1
G11N,3
G12B,1
G12J,1
G12P,2
G12U,1
G13C,1
G13E,2
G13Q,1
G13U,1
G14A,1
G20F,1
G20K,1
G20L,2
G20Q,1
G20R,1
G20S,1
G20T,1
G20V,2
G20W,1
G21H,1
G21J,1
G21L,1
G21P,1
G21Q,1
G21S,1
G22G,1
G22K,1
G22P,1
G22R,4
G22T,4
G22U,4
G22V,3
G22W,1
G22X,2
G22Y,2
G23A,1
G23B,1
G23D,3
G23E,1
G23V,2
G23W,1
G30A,1
G30B,1
G30C,1
G30P,1
G30R,1
G30Z,2
G31A,2
G31B,1
G31C,1
G31K,2
G31P,1
G31Q,3
G31X,8
G31Y,1
G32A,4
G32B,1
G32G,1
G32H,1
G32I,1
G32J,3
G32M,2
G32N,2
G32P,2
G32S,2
G32U,1
G32X,2
G32Y,1
G32Z,1
G33A,2
G33B,1
G33C,3
G33D,2
G33E,2
G33F,1
G33G,2
G33I,2
G33J,5
G33K,3
G33L,1
G33M,1
G33N,2
G33R,2
G33S,3
G33U,2
G33V,2
G33X,1
G33Y,2
G33Z,2
G40A,1
G40E,1
G40F,1
G40H,1
G40I,2
G40J,2
G40M,4
G40Q,1
G40R,4
G40S,2
G40T,2
G40W,2
G40X,2
G40Z,3
G41B,2
G41E,1
G41F,1
G41G,1
G41J,1
G41K,1
G41M,8
G41T,2
G41Y,2
G42B,2
G42E,4
G42G,1
G42H,2
G42I,4
G42J,1
G42K,1
G42L,2
G42M,2
G42N,1
G42P,3
G42U,2
G43A,1
G43B,1
G43C,1
G43D,3
G43G,2
G43H,2
G43K,2
G43L,3
G43M,2
G43Q,2
G43R,1
G43V,3
G43W,3
G43X,7
G47Z,4
G48V,3
G48W,2
G50A,2
G50B,1
G50D,2
G50E,2
G50I,3
G50J,1
G50N,1
G50P,1
G50Q,1
G50R,1
G50V,1
G50X,1
G50Y,1
G51A,3
G51B,2
G51C,2
G51D,2
G51E,2
G51F,1
G51L,4
G51P,6
G51Q,2
G51R,3
G51S,2
G51U,2
G51V,3
G51W,4
G51Z,2
G52C,2
G52F,1
G52H,2
G52I,2
G52J,5
G52K,2
G52L,3
G52M,2
G52N,1
G52P,2
G52R,1
G52W,2
G52Y,2
G52Z,7
G53A,2
G53B,1
G53D,2
G53F,1
G53G,3
G53H,6
G53L,2
G53M,4
G53Q,3
G53R,3
G53S,2
G53T,2
G53V,4
G53W,1
G54M,3
G54Q,2
G54R,1
G54S,28
G54T,3
G54V,2
G54W,4
G54X,3
G54Y,6
G54Z,2
G55R,4
G55S,2
G57E,1
G57S,1
G57X,1
G57Y,3
G57Z,1
G58C,1
G58H,2
