gr,freq
NN82,15
NN83,13
NN84,14
NN85,14
NN86,15
NN87,5
NN88,1
NN89,8
NN90,20
NN91,22
NN92,15
NN93,13
NN94,12
NN95,19
NN96,16
NN97,9
NN98,3
NO00,22
NO01,23
NO02,21
NO03,17
NO04,20
NO05,12
NO06,15
NO07,10
NO08,9
NO09,3
NO10,17
NO11,21
NO12,19
NO13,18
NO14,17
NO15,12
NO16,14
NO17,11
NO18,7
NO19,7
NO20,14
NO21,17
NO22,19
NO23,15
NO24,17
NO25,16
NO26,6
NO27,6
NO28,1
NO29,10
NO30,13
NO31,14
NO32,16
NO33,20
NO34,12
NO35,11
NO36,12
NO37,7
NO38,2
NO39,14
NO40,14
NO41,17
NO42,16
NO43,16
NO44,7
NO45,10
NO46,11
NO47,5
NO48,5
NO49,10
NO50,12
NO51,10
NO52,2
NO53,15
NO54,12
NO55,13
NO56,13
NO57,8
NO58,1
NO59,22
NO60,2
NO61,1
NO63,3
NO64,18
NO65,17
NO66,18
NO67,10
NO68,6
NO69,22
NO74,2
NO75,7
NO76,14
NO77,14
NO78,5
NO79,19
NO86,2
NO87,16
NO88,21
NO89,24
NO99,10
NR15,5
NR16,2
NR24,3
NR25,7
NR26,14
NR27,6
NR34,12
NR35,11
NR36,13
NR37,4
NR38,7
NR39,13
NR44,5
NR45,6
NR46,12
NR47,7
NR49,5
NR50,2
NR51,4
NR56,4
NR57,7
NR58,4
NR59,1
NR60,7
NR61,13
NR62,12
NR63,7
NR64,11
NR65,4
NR67,5
NR68,5
NR69,3
NR70,4
NR71,11
NR72,12
NR73,10
NR74,6
NR75,9
NR76,10
NR77,12
NR78,14
NR79,12
NR82,2
NR83,9
NR84,11
NR85,8
NR86,9
NR87,9
NR88,9
NR89,16
NR92,21
NR93,11
NR94,6
NR95,9
NR96,10
NR97,10
NR98,10
NR99,7
NS00,1
NS01,1
NS02,14
NS03,13
NS04,7
NS05,11
NS06,23
NS07,14
NS08,7
NS09,8
NS10,4
NS14,3
NS15,18
NS16,12
NS17,6
NS18,10
NS19,6
NS20,9
NS21,7
NS22,1
NS23,1
NS24,19
NS25,15
NS26,14
NS27,19
NS28,22
NS29,11
NS30,9
NS31,9
NS32,8
NS33,15
NS34,17
NS35,22
NS36,25
NS37,24
NS38,24
NS39,15
NS40,9
NS41,10
NS42,11
NS43,7
NS44,9
NS45,21
NS46,25
NS47,24
NS48,21
NS49,13
NS50,6
NS51,4
NS52,9
NS53,7
NS54,9
NS55,25
NS56,25
NS57,25
NS58,24
NS59,21
NS60,5
NS61,7
NS62,13
NS63,15
NS64,9
NS65,22
NS66,25
NS67,24
NS68,19
NS69,22
NS70,11
NS71,11
NS72,10
NS73,6
NS74,19
NS75,22
NS76,13
NS77,22
NS78,19
NS79,24
NS80,11
NS81,12
NS82,9
NS83,11
NS84,23
NS85,16
NS86,16
NS87,21
NS88,21
NS89,25
NS90,8
NS91,14
NS92,10
NS93,16
NS94,12
NS95,21
NS96,25
NS97,25
NS98,23
NS99,25
NT00,13
NT01,15
NT02,21
NT03,20
NT04,15
NT05,17
NT06,25
NT07,25
NT08,18
NT09,21
NT10,11
NT11,12
NT12,16
NT13,20
NT14,18
NT15,16
NT16,23
NT17,25
NT18,15
NT19,19
NT20,6
NT21,9
NT22,15
NT23,21
NT24,20
NT25,24
NT26,25
NT27,20
NT28,7
NT29,13
NT30,9
NT31,17
NT32,13
NT33,19
NT34,21
NT35,24
NT36,25
NT37,13
NT39,8
NT40,12
NT41,19
NT42,15
NT43,23
NT44,23
NT45,22
NT46,25
NT47,22
NT48,6
NT49,1
NT50,16
NT51,20
NT52,25
NT53,25
NT54,22
NT55,18
NT56,25
NT57,25
NT58,17
NT60,11
NT61,20
NT62,22
NT63,22
NT64,19
NT65,18
NT66,25
NT67,25
NT68,6
NT69,1
NT70,17
NT71,13
NT72,13
NT73,21
NT74,19
NT75,16
NT76,23
NT77,15
NT80,23
NT81,18
NT82,20
NT83,25
NT84,21
NT85,19
NT86,18
NT87,4
NT90,24
NT91,21
NT92,22
NT93,25
NT94,25
NT95,19
NT96,12
NU00,24
NU01,25
NU02,25
NU03,25
NU04,19
NU05,3
NU10,25
NU11,25
NU12,25
NU13,21
NU14,3
NU20,18
NU21,19
NU22,13
NU23,6
NW95,3
NW96,6
NW97,3
NX03,2
NX04,6
NX05,7
NX06,12
NX07,9
NX08,5
NX09,1
NX13,6
NX14,5
NX15,10
NX16,9
NX17,6
NX18,10
NX19,6
NX24,3
NX25,8
NX26,7
NX27,6
NX28,7
NX29,5
NX30,4
NX33,2
NX34,11
NX35,10
NX36,5
NX37,11
NX38,7
NX39,4
NX40,10
NX43,9
NX44,11
NX45,15
NX46,14
NX47,4
NX48,2
NX49,3
NX54,3
NX55,23
NX56,9
NX57,5
NX58,8
NX59,11
NX64,16
NX65,20
NX66,15
NX67,14
NX68,16
NX69,8
NX74,15
NX75,16
NX76,18
NX77,13
NX78,17
NX79,6
NX84,3
NX85,18
NX86,15
NX87,14
NX88,10
NX89,14
NX90,3
NX91,13
NX92,7
NX93,1
NX95,12
NX96,15
NX97,24
NX98,11
NX99,10
NY00,23
NY01,24
NY02,25
NY03,21
NY04,8
NY05,1
NY06,10
NY07,12
NY08,12
NY09,10
NY10,21
NY11,19
NY12,25
NY13,25
NY14,25
NY15,21
NY16,12
NY17,10
NY18,9
NY19,10
NY20,16
NY21,20
NY22,24
NY23,24
NY24,25
NY25,25
NY26,13
NY27,10
NY28,4
NY29,11
NY30,25
NY31,25
NY32,24
NY33,24
NY34,25
NY35,25
NY36,23
NY37,14
NY38,14
NY39,12
NY40,25
NY41,25
NY42,25
NY43,25
NY44,25
NY45,25
NY46,25
NY47,24
NY48,14
NY49,11
NY50,22
NY51,25
NY52,25
NY53,25
NY54,25
NY55,25
NY56,25
NY57,24
NY58,19
NY59,19
NY60,25
NY61,25
NY62,25
NY63,25
NY64,23
NY65,21
NY66,22
NY67,25
NY68,23
NY69,23
NY70,25
NY71,25
NY72,23
NY73,24
NY74,24
NY75,23
NY76,23
NY77,25
NY78,24
NY79,19
NY80,19
NY81,23
NY82,15
NY83,22
NY84,21
NY85,19
NY86,23
NY87,22
NY88,19
NY89,20
NY90,19
NY91,20
NY92,24
NY93,21
NY94,23
NY95,23
NY96,22
NY97,21
NY98,17
NY99,14
NZ00,21
NZ01,25
NZ02,25
NZ03,23
NZ04,24
NZ05,24
NZ06,25
NZ07,22
NZ08,23
NZ09,16
NZ10,20
NZ11,20
NZ12,25
NZ13,25
NZ14,25
NZ15,25
NZ16,24
NZ17,23
NZ18,22
NZ19,22
NZ20,17
NZ21,22
NZ22,25
NZ23,25
NZ24,25
NZ25,25
NZ26,25
NZ27,24
NZ28,25
NZ29,22
NZ30,21
NZ31,25
NZ32,25
NZ33,25
NZ34,25
NZ35,25
NZ36,24
NZ37,16
NZ38,6
NZ39,2
NZ40,21
NZ41,25
NZ42,25
NZ43,24
NZ44,14
NZ45,6
NZ46,3
NZ50,24
NZ51,25
NZ52,22
NZ53,5
NZ60,25
NZ61,25
NZ62,10
NZ70,25
NZ71,24
NZ72,2
NZ80,24
NZ81,13
NZ90,18
NZ91,2
O00,6
O01,7
O02,10
O03,16
O04,12
O05,11
O06,6
O07,10
O08,10
O09,9
O10,5
O11,4
O12,20
O13,22
O14,9
O15,3
O16,11
O17,7
O18,5
O19,5
O20,13
O21,14
O22,16
O23,8
O24,10
O25,8
O26,1
O30,4
O35,2
O39,1
Q20,1
Q30,8
Q31,1
Q40,7
Q41,3
Q50,6
Q51,8
Q60,8
Q61,9
Q62,2
Q63,1
Q64,1
Q70,4
Q71,10
Q72,10
Q73,1
Q74,5
Q75,2
Q80,6
Q81,9
Q82,2
Q83,8
Q84,5
Q85,7
Q86,2
Q90,5
Q91,4
Q92,5
Q93,5
Q94,7
Q95,8
Q96,6
Q97,4
R00,3
R01,6
R02,2
R03,8
R04,13
R05,4
R06,7
R07,11
R08,7
R09,9
R10,4
R11,6
R12,17
R13,17
R14,15
R15,5
R16,5
R17,8
R18,7
R19,10
R20,4
R21,3
R22,18
R23,20
R24,17
R25,12
R26,6
R27,9
R28,10
R29,15
R30,7
R31,7
R32,18
R33,17
R34,21
R35,10
R36,8
R37,15
R38,13
R39,15
R40,6
R41,7
R42,13
R43,15
R44,14
R45,16
R46,5
R47,8
R48,7
R49,14
R50,8
R51,7
R52,17
R53,19
R54,19
R55,19
R56,6
R57,6
R58,13
R59,8
R60,13
R61,12
R62,22
R63,20
R64,19
R65,23
R66,17
R67,10
R68,11
R69,5
R70,12
R71,11
R72,13
R73,11
R74,20
R75,13
R77,2
R78,6
R79,7
R80,12
R81,17
R82,11
R83,7
R84,11
R85,15
R86,2
R87,5
R88,4
R89,10
R90,20
R91,8
R92,5
R93,3
R94,9
R95,5
R96,2
R97,6
R98,3
R99,2
S00,21
S01,4
S02,4
S03,2
S04,8
S05,4
S06,3
S07,2
S08,10
S09,11
S10,23
S11,17
S12,8
S13,5
S14,2
S15,8
S16,3
S17,3
S18,3
S19,7
S20,23
S21,22
S22,13
S23,10
S24,8
S25,2
S26,7
S27,9
S28,9
S29,9
S30,24
S31,23
S32,14
S33,8
S34,6
S35,9
S36,12
S37,13
S38,13
S39,11
S40,25
S41,24
S42,14
S43,15
S44,14
S45,17
S46,20
S47,15
S48,14
S49,10
S50,25
S51,19
S52,15
S53,12
S54,14
S55,14
S56,14
S57,18
S58,9
S59,17
S60,24
S61,23
S62,20
S63,19
S64,17
S65,13
S66,13
S67,10
S68,13
S69,8
S70,21
S71,25
S72,25
S73,23
S74,13
S75,13
S76,11
S77,14
S78,10
S79,10
S80,12
S81,25
S82,25
S83,25
S84,23
S85,19
S86,11
S87,11
S88,9
S89,10
S90,15
S91,25
S92,25
S93,25
S94,25
S95,25
S96,17
S97,9
S98,14
S99,4
SC16,6
SC17,1
SC26,10
SC27,25
SC28,14
SC36,1
SC37,21
SC38,23
SC39,20
SC47,3
SC48,17
SC49,19
SD08,4
SD09,12
SD16,5
SD17,9
SD18,23
SD19,23
SD20,8
SD21,2
SD26,13
SD27,25
SD28,23
SD29,25
SD30,25
SD31,24
SD32,13
SD33,25
SD34,25
SD35,1
SD37,17
SD38,25
SD39,25
SD40,25
SD41,25
SD42,25
SD43,25
SD44,25
SD45,22
SD46,18
SD47,18
SD48,25
SD49,25
SD50,25
SD51,25
SD52,25
SD53,25
SD54,24
SD55,22
SD56,25
SD57,25
SD58,25
SD59,25
SD60,25
SD61,25
SD62,25
SD63,25
SD64,23
SD65,21
SD66,25
SD67,25
SD68,25
SD69,25
SD70,25
SD71,25
SD72,25
SD73,25
SD74,25
SD75,25
SD76,24
SD77,25
SD78,25
SD79,23
SD80,25
SD81,25
SD82,25
SD83,25
SD84,25
SD85,25
SD86,25
SD87,21
SD88,23
SD89,15
SD90,25
SD91,24
SD92,25
SD93,23
SD94,23
SD95,24
SD96,25
SD97,25
SD98,19
SD99,21
SE00,15
SE01,25
SE02,25
SE03,25
SE04,25
SE05,24
SE06,17
SE07,13
SE08,19
SE09,20
SE10,24
SE11,25
SE12,25
SE13,25
SE14,25
SE15,21
SE16,23
SE17,20
SE18,19
SE19,24
SE20,25
SE21,25
SE22,25
SE23,25
SE24,25
SE25,25
SE26,25
SE27,24
SE28,19
SE29,19
SE30,25
SE31,25
SE32,25
SE33,25
SE34,25
SE35,25
SE36,24
SE37,22
SE38,17
SE39,22
SE40,25
SE41,25
SE42,25
SE43,25
SE44,25
SE45,24
SE46,18
SE47,16
SE48,21
SE49,24
SE50,25
SE51,25
SE52,24
SE53,25
SE54,25
SE55,22
SE56,12
SE57,23
SE58,24
SE59,24
SE60,25
SE61,25
SE62,24
SE63,16
SE64,16
SE65,16
SE66,14
SE67,24
SE68,23
SE69,25
SE70,25
SE71,23
SE72,19
SE73,13
SE74,21
SE75,14
SE76,22
SE77,21
SE78,20
SE79,23
SE80,25
SE81,25
SE82,16
SE83,17
SE84,18
SE85,20
SE86,19
SE87,12
SE88,22
SE89,25
SE90,25
SE91,25
SE92,22
SE93,20
SE94,18
SE95,12
SE96,15
SE97,13
SE98,25
SE99,24
SH12,12
SH13,5
SH22,11
SH23,24
SH24,2
SH27,10
SH28,12
SH29,3
SH32,7
SH33,21
SH34,17
SH36,11
SH37,24
SH38,25
SH39,13
SH43,12
SH44,24
SH45,21
SH46,24
SH47,25
SH48,25
SH49,12
SH50,9
SH51,3
SH52,11
SH53,16
SH54,22
SH55,20
SH56,25
SH57,25
SH58,10
SH60,13
SH61,22
SH62,14
SH63,20
SH64,21
SH65,16
SH66,19
SH67,17
SH68,4
SH70,18
SH71,20
SH72,17
SH73,14
SH74,22
SH75,25
SH76,25
SH77,24
SH78,7
SH80,25
SH81,17
SH82,17
SH83,20
SH84,17
SH85,24
SH86,25
SH87,25
SH88,5
SH90,17
SH91,14
SH92,14
SH93,23
SH94,24
SH95,23
SH96,25
SH97,25
SH98,2
SJ00,21
SJ01,22
SJ02,25
SJ03,21
SJ04,25
SJ05,25
SJ06,25
SJ07,25
SJ08,11
SJ10,24
SJ11,25
SJ12,25
SJ13,20
SJ14,24
SJ15,25
SJ16,25
SJ17,25
SJ18,11
SJ20,25
SJ21,25
SJ22,25
SJ23,25
SJ24,25
SJ25,25
SJ26,25
SJ27,20
SJ28,22
SJ29,7
SJ30,25
SJ31,25
SJ32,25
SJ33,25
SJ34,25
SJ35,25
SJ36,25
SJ37,25
SJ38,17
SJ39,22
SJ40,25
SJ41,25
SJ42,25
SJ43,25
SJ44,25
SJ45,25
SJ46,25
SJ47,21
SJ48,24
SJ49,25
SJ50,25
SJ51,25
SJ52,25
SJ53,25
SJ54,25
SJ55,25
SJ56,25
SJ57,25
SJ58,25
SJ59,25
SJ60,24
SJ61,25
SJ62,25
SJ63,24
SJ64,25
SJ65,25
SJ66,25
SJ67,25
SJ68,25
SJ69,25
SJ70,25
SJ71,25
SJ72,25
SJ73,25
SJ74,25
SJ75,25
SJ76,25
SJ77,25
SJ78,25
SJ79,25
SJ80,25
SJ81,25
SJ82,25
SJ83,25
SJ84,25
SJ85,25
SJ86,25
SJ87,25
SJ88,25
SJ89,25
SJ90,25
SJ91,25
SJ92,25
SJ93,25
SJ94,25
SJ95,25
SJ96,25
SJ97,25
SJ98,25
SJ99,25
SK00,25
SK01,25
SK02,25
SK03,25
