gr,freq
NN93,12
NN94,13
NN95,19
NN96,12
NN97,5
NO00,17
NO01,19
NO02,13
NO03,14
NO04,16
NO05,8
NO06,12
NO07,8
NO08,5
NO09,3
NO10,12
NO11,18
NO12,18
NO13,13
NO14,18
NO15,12
NO16,11
NO17,7
NO18,4
NO19,6
NO20,12
NO21,14
NO22,14
NO23,12
NO24,15
NO25,12
NO26,3
NO27,4
NO28,1
NO29,10
NO30,11
NO31,12
NO32,14
NO33,16
NO34,6
NO35,8
NO36,9
NO37,3
NO38,3
NO39,8
NO40,6
NO41,14
NO42,16
NO43,14
NO44,5
NO45,9
NO46,6
NO47,5
NO48,4
NO49,11
NO50,9
NO51,7
NO52,3
NO53,11
NO54,7
NO55,8
NO56,8
NO57,7
NO58,1
NO59,16
NO60,2
NO61,1
NO63,3
NO64,12
NO65,13
NO66,12
NO67,8
NO68,5
NO69,15
NO75,6
NO76,8
NO77,7
NO78,4
NO79,15
NO86,1
NO87,8
NO88,10
NO89,14
NO99,4
NR15,5
NR16,1
NR24,3
NR25,7
NR26,14
NR27,6
NR34,10
NR35,10
NR36,14
NR37,4
NR38,3
NR39,12
NR44,3
NR45,6
NR46,9
NR47,4
NR49,4
NR50,2
NR51,4
NR56,5
NR57,9
NR58,2
NR59,1
NR60,6
NR61,11
NR62,10
NR63,7
NR64,10
NR65,4
NR67,3
NR68,5
NR69,5
NR70,4
NR71,9
NR72,13
NR73,9
NR74,8
NR75,10
NR76,11
NR77,12
NR78,11
NR79,10
NR82,2
NR83,8
NR84,13
NR85,10
NR86,12
NR87,11
NR88,11
NR89,15
NR92,19
NR93,10
NR94,5
NR95,9
NR96,8
NR97,9
NR98,6
NR99,10
NS01,1
NS02,15
NS03,12
NS04,7
NS05,10
NS06,23
NS07,11
NS08,3
NS09,9
NS10,2
NS14,3
NS15,15
NS16,8
NS17,9
NS18,10
NS19,8
NS20,7
NS21,6
NS23,1
NS24,15
NS25,12
NS26,10
NS27,19
NS28,22
NS29,15
NS30,6
NS31,9
NS32,8
NS33,12
NS34,12
NS35,18
NS36,22
NS37,24
NS38,23
NS39,14
NS40,7
NS41,9
NS42,6
NS43,5
NS44,8
NS45,20
NS46,25
NS47,21
NS48,19
NS49,12
NS50,7
NS51,3
NS52,8
NS53,6
NS54,11
NS55,24
NS56,25
NS57,23
NS58,18
NS59,21
NS60,5
NS61,6
NS62,12
NS63,13
NS64,10
NS65,20
NS66,25
NS67,24
NS68,14
NS69,21
NS70,7
NS71,7
NS72,10
NS73,6
NS74,17
NS75,20
NS76,9
NS77,18
NS78,15
NS79,24
NS80,7
NS81,8
NS82,7
NS83,8
NS84,23
NS85,13
NS86,13
NS87,17
NS88,17
NS89,22
NS90,5
NS91,7
NS92,10
NS93,15
NS94,9
NS95,19
NS96,25
NS97,25
NS98,22
NS99,22
NT00,13
NT01,11
NT02,17
NT03,15
NT04,14
NT05,16
NT06,25
NT07,25
NT08,16
NT09,18
NT10,7
NT11,8
NT12,12
NT13,15
NT14,16
NT15,19
NT16,24
NT17,25
NT18,13
NT19,12
NT20,7
NT21,6
NT22,10
NT23,17
NT24,17
NT25,23
NT26,25
NT27,20
NT28,4
NT29,12
NT30,8
NT31,13
NT32,9
NT33,15
NT34,14
NT35,22
NT36,25
NT37,13
NT39,7
NT40,12
NT41,17
NT42,17
NT43,15
NT44,24
NT45,21
NT46,25
NT47,22
NT48,6
NT49,1
NT50,15
NT51,19
NT52,19
NT53,24
NT54,20
NT55,13
NT56,22
NT57,25
NT58,15
NT60,7
NT61,17
NT62,19
NT63,20
NT64,14
NT65,12
NT66,19
NT67,25
NT68,4
NT69,1
NT70,14
NT71,8
NT72,11
NT73,21
NT74,16
NT75,14
NT76,18
NT77,15
NT80,21
NT81,13
NT82,17
NT83,24
NT84,22
NT85,18
NT86,12
NT87,4
NT90,24
NT91,16
NT92,18
NT93,24
NT94,20
NT95,16
NT96,11
NU00,23
NU01,25
NU02,21
NU03,24
NU04,15
NU05,3
NU10,23
NU11,25
NU12,23
NU13,19
NU14,3
NU20,16
NU21,18
NU22,13
NU23,5
NW95,3
NW96,5
NW97,2
NX03,2
NX04,6
NX05,5
NX06,12
NX07,8
NX08,5
NX13,2
NX14,4
NX15,7
NX16,10
NX17,7
NX18,9
NX19,7
NX24,3
NX25,8
NX26,7
NX27,8
NX28,6
NX29,4
NX30,3
NX33,2
NX34,7
NX35,11
NX36,8
NX37,10
NX38,10
NX39,5
NX40,10
NX43,6
NX44,9
NX45,13
NX46,13
NX47,4
NX48,2
NX49,3
NX54,3
NX55,21
NX56,6
NX57,5
NX58,8
NX59,11
NX64,16
NX65,19
NX66,11
NX67,8
NX68,14
NX69,5
NX74,15
NX75,14
NX76,15
NX77,11
NX78,12
NX79,4
NX84,2
NX85,17
NX86,14
NX87,12
NX88,9
NX89,11
NX90,3
NX91,13
NX92,6
NX93,1
NX95,9
NX96,14
NX97,20
NX98,9
NX99,5
NY00,23
NY01,23
NY02,25
NY03,21
NY04,7
NY05,1
NY06,6
NY07,10
NY08,10
NY09,6
NY10,20
NY11,13
NY12,24
NY13,25
NY14,25
NY15,21
NY16,10
NY17,7
NY18,7
NY19,6
NY20,14
NY21,18
NY22,21
NY23,22
NY24,25
NY25,25
NY26,10
NY27,10
NY28,3
NY29,10
NY30,25
NY31,19
NY32,22
NY33,24
NY34,25
NY35,25
NY36,23
NY37,13
NY38,13
NY39,9
NY40,22
NY41,21
NY42,25
NY43,25
NY44,25
NY45,25
NY46,25
NY47,23
NY48,12
NY49,11
NY50,21
NY51,25
NY52,25
NY53,25
NY54,25
NY55,25
NY56,25
NY57,25
NY58,20
NY59,13
NY60,24
NY61,25
NY62,25
NY63,20
NY64,16
NY65,16
NY66,20
NY67,23
NY68,23
NY69,23
NY70,25
NY71,24
NY72,19
NY73,17
NY74,25
NY75,19
NY76,21
NY77,24
NY78,24
NY79,19
NY80,18
NY81,21
NY82,11
NY83,22
NY84,17
NY85,17
NY86,16
NY87,20
NY88,19
NY89,17
NY90,14
NY91,18
NY92,22
NY93,17
NY94,21
NY95,20
NY96,20
NY97,18
NY98,12
NY99,12
NZ00,21
NZ01,23
NZ02,24
NZ03,22
NZ04,23
NZ05,21
NZ06,22
NZ07,21
NZ08,20
NZ09,10
NZ10,19
NZ11,19
NZ12,25
NZ13,24
NZ14,25
NZ15,25
NZ16,24
NZ17,18
NZ18,22
NZ19,18
NZ20,15
NZ21,21
NZ22,25
NZ23,25
NZ24,25
NZ25,25
NZ26,23
NZ27,21
NZ28,23
NZ29,21
NZ30,19
NZ31,25
NZ32,25
NZ33,25
NZ34,25
NZ35,25
NZ36,24
NZ37,15
NZ38,5
NZ39,2
NZ40,19
NZ41,24
NZ42,25
NZ43,23
NZ44,14
NZ45,6
NZ46,3
NZ50,24
NZ51,25
NZ52,21
NZ53,6
NZ60,24
NZ61,25
NZ62,10
NZ70,25
NZ71,25
NZ72,2
NZ80,24
NZ81,13
NZ90,18
NZ91,2
O00,7
O01,6
O02,2
O03,9
O04,10
O05,8
O06,4
O07,7
O08,4
O09,3
O10,3
O11,1
O12,11
O13,19
O14,6
O15,5
O16,7
O17,8
O18,4
O19,4
O20,9
O21,11
O22,12
O23,7
O24,7
O25,7
O26,1
O30,4
O35,1
O39,1
Q30,5
Q31,1
Q40,8
Q41,2
Q50,5
Q51,4
Q60,6
Q61,10
Q62,1
Q63,1
Q64,1
Q70,3
Q71,9
Q72,9
Q73,1
Q74,4
Q75,2
Q80,6
Q81,11
Q82,2
Q83,4
Q84,5
Q85,6
Q86,3
Q90,5
Q91,3
Q92,2
Q93,4
Q94,6
Q95,7
Q96,7
Q97,3
R00,2
R01,5
R02,2
R03,6
R04,9
R05,4
R06,8
R07,10
R08,6
R09,4
R10,4
R11,4
R12,13
R13,17
R14,15
R15,4
R16,5
R17,6
R18,5
R19,10
R20,3
R21,1
R22,16
R23,16
R24,17
R25,12
R26,9
R27,5
R28,8
R29,14
R30,5
R31,6
R32,14
R33,16
R34,17
R35,11
R36,8
R37,10
R38,8
R39,14
R40,5
R41,5
R42,12
R43,17
R44,11
R45,16
R46,4
R47,5
R48,7
R49,13
R50,4
R51,7
R52,14
R53,19
R54,18
R55,19
R56,6
R57,4
R58,7
R59,4
R60,10
R61,14
R62,20
R63,17
R64,16
R65,19
R66,14
R67,9
R68,8
R69,6
R70,11
R71,8
R72,18
R73,11
R74,17
R75,9
R77,2
R78,5
R79,7
R80,11
R81,13
R82,8
R83,6
R84,8
R85,14
R86,3
R87,4
R88,2
R89,7
R90,17
R91,5
R92,5
R93,2
R94,6
R95,1
R96,2
R97,5
R98,3
R99,1
S00,21
S01,4
S02,2
S03,1
S04,6
S05,2
S06,2
S07,3
S08,7
S09,7
S10,22
S11,17
S12,6
S13,5
S15,3
S16,2
S17,1
S18,1
S19,7
S20,22
S21,21
S22,12
S23,8
S24,4
S26,5
S27,7
S28,5
S29,6
S30,25
S31,23
S32,12
S33,8
S34,5
S35,7
S36,9
S37,5
S38,6
S39,4
S40,25
S41,24
S42,9
S43,9
S44,9
S45,10
S46,16
S47,12
S48,9
S49,7
S50,25
S51,15
S52,16
S53,10
S54,12
S55,10
S56,12
S57,13
S58,8
S59,13
S60,25
S61,23
S62,12
S63,15
S64,13
S65,11
S66,10
S67,12
S68,13
S69,8
S70,20
S71,25
S72,25
S73,22
S74,12
S75,12
S76,8
S77,11
S78,5
S79,4
S80,12
S81,25
S82,25
S83,25
S84,22
S85,13
S86,6
S87,10
S88,6
S89,5
S90,15
S91,25
S92,25
S93,25
S94,25
S95,25
S96,15
S97,8
S98,8
S99,1
SC16,5
SC17,1
SC26,10
SC27,24
SC28,13
SC36,1
SC37,21
SC38,20
SC39,20
SC47,3
SC48,15
SC49,17
SD08,4
SD09,11
SD16,6
SD17,8
SD18,23
SD19,20
SD20,8
SD21,2
SD26,12
SD27,25
SD28,23
SD29,25
SD30,25
SD31,24
SD32,13
SD33,25
SD34,25
SD35,2
SD36,1
SD37,15
SD38,25
SD39,25
SD40,25
SD41,25
SD42,25
SD43,25
SD44,25
SD45,22
SD46,18
SD47,19
SD48,25
SD49,25
SD50,25
SD51,25
SD52,25
SD53,25
SD54,24
SD55,20
SD56,25
SD57,25
SD58,25
SD59,25
SD60,25
SD61,25
SD62,25
SD63,25
SD64,23
SD65,21
SD66,25
SD67,25
SD68,24
SD69,20
SD70,25
SD71,25
SD72,25
SD73,25
SD74,24
SD75,25
SD76,25
SD77,24
SD78,25
SD79,18
SD80,25
SD81,25
SD82,25
SD83,25
SD84,23
SD85,25
SD86,25
SD87,19
SD88,22
SD89,14
SD90,25
SD91,21
SD92,23
SD93,23
SD94,22
SD95,24
SD96,24
SD97,21
SD98,17
SD99,20
SE00,17
SE01,22
SE02,25
SE03,23
SE04,25
SE05,22
SE06,16
SE07,10
SE08,16
SE09,15
SE10,24
SE11,25
SE12,25
SE13,25
SE14,24
SE15,21
SE16,22
SE17,23
SE18,16
SE19,19
SE20,25
SE21,25
SE22,25
SE23,25
SE24,25
SE25,25
SE26,25
SE27,20
SE28,17
SE29,19
SE30,25
SE31,25
SE32,25
SE33,25
SE34,25
SE35,23
SE36,25
SE37,18
SE38,12
SE39,22
SE40,25
SE41,24
SE42,25
SE43,25
SE44,24
SE45,22
SE46,17
SE47,17
SE48,19
SE49,20
SE50,25
SE51,24
SE52,23
SE53,25
SE54,25
SE55,18
SE56,9
SE57,23
SE58,25
SE59,25
SE60,25
SE61,24
SE62,23
SE63,14
SE64,14
SE65,14
SE66,14
SE67,24
SE68,24
SE69,25
SE70,25
SE71,20
SE72,17
SE73,12
SE74,18
SE75,9
SE76,21
SE77,19
SE78,19
SE79,23
SE80,24
SE81,25
SE82,17
SE83,16
SE84,15
SE85,16
SE86,18
SE87,11
SE88,22
SE89,25
SE90,25
SE91,25
SE92,23
SE93,19
SE94,17
SE95,10
SE96,13
SE97,10
SE98,25
SE99,24
SH12,10
SH13,5
SH22,10
SH23,24
SH24,3
SH27,11
SH28,12
SH29,3
SH32,5
SH33,19
SH34,14
SH36,11
SH37,24
SH38,25
SH39,13
SH43,12
SH44,24
SH45,20
SH46,23
SH47,25
SH48,25
SH49,12
SH50,8
SH51,3
SH52,11
SH53,16
SH54,20
SH55,18
SH56,23
SH57,25
SH58,10
SH60,9
SH61,22
SH62,15
SH63,18
SH64,18
SH65,12
SH66,14
SH67,16
SH68,4
SH70,16
SH71,18
SH72,15
SH73,10
SH74,16
SH75,24
SH76,22
SH77,23
SH78,5
SH80,22
SH81,14
SH82,10
SH83,18
SH84,14
SH85,23
SH86,24
SH87,25
SH88,4
SH90,15
SH91,10
SH92,10
SH93,16
SH94,21
SH95,24
SH96,23
SH97,25
SH98,1
SJ00,19
SJ01,22
SJ02,22
SJ03,18
SJ04,24
SJ05,25
SJ06,25
SJ07,25
SJ08,12
SJ10,18
SJ11,21
SJ12,24
SJ13,20
SJ14,22
SJ15,25
SJ16,25
SJ17,25
SJ18,11
SJ20,19
SJ21,23
SJ22,25
SJ23,25
SJ24,25
SJ25,25
SJ26,24
SJ27,18
SJ28,22
SJ29,7
SJ30,25
SJ31,25
SJ32,24
SJ33,24
SJ34,25
SJ35,25
SJ36,25
SJ37,25
SJ38,16
SJ39,22
SJ40,23
SJ41,25
SJ42,24
SJ43,22
SJ44,25
SJ45,25
SJ46,25
SJ47,20
SJ48,24
SJ49,25
SJ50,25
SJ51,25
SJ52,25
SJ53,25
SJ54,25
SJ55,24
SJ56,23
SJ57,25
SJ58,24
SJ59,25
SJ60,24
SJ61,25
SJ62,22
SJ63,24
SJ64,24
SJ65,25
SJ66,24
SJ67,25
SJ68,25
SJ69,25
SJ70,25
SJ71,23
SJ72,24
SJ73,25
SJ74,24
SJ75,24
SJ76,25
SJ77,25
SJ78,25
SJ79,25
SJ80,24
SJ81,25
SJ82,25
SJ83,25
SJ84,25
SJ85,25
SJ86,25
SJ87,25
SJ88,25
SJ89,25
SJ90,25
SJ91,25
SJ92,25
SJ93,25
SJ94,25
SJ95,25
SJ96,25
SJ97,25
SJ98,25
SJ99,25
SK00,25
SK01,25
SK02,25
SK03,25
SK04,25
SK05,25
SK06,25
SK07,25
SK08,25
SK09,22
SK10,25
SK11,25
SK12,25
SK13,25
SK14,25
SK15,25
SK16,25
SK17,25
SK18,25
SK19,11
SK20,25
SK21,25
