"gr","freq"
"NU10S",1
"NU10T",2
"NU10V",2
"NU10W",4
"NU10X",1
"NU10Y",2
"NU10Z",1
"NU11A",1
"NU11B",1
"NU11C",2
"NU11D",3
"NU11E",1
"NU11F",4
"NU11G",1
"NU11H",1
"NU11I",1
"NU11J",1
"NU11K",1
"NU11L",1
"NU11M",3
"NU11N",3
"NU11P",1
"NU11Q",1
"NU11R",1
"NU11S",2
"NU11T",1
"NU11U",1
"NU11V",3
"NU11W",6
"NU11X",1
"NU11Y",2
"NU11Z",1
"NU12A",3
"NU12C",2
"NU12D",2
"NU12E",2
"NU12F",1
"NU12G",1
"NU12H",1
"NU12I",1
"NU12J",1
"NU12K",1
"NU12L",1
"NU12M",1
"NU12N",1
"NU12P",3
"NU12Q",1
"NU12R",2
"NU12S",2
"NU12T",1
"NU12V",3
"NU12W",3
"NU12X",2
"NU12Y",1
"NU12Z",1
"NU13A",1
"NU13B",2
"NU13C",4
"NU13D",2
"NU13E",1
"NU13F",1
"NU13G",5
"NU13H",8
"NU13I",4
"NU13J",5
"NU13L",2
"NU13M",5
"NU13N",6
"NU13Q",1
"NU13R",1
"NU13S",13
"NU13V",1
"NU13W",1
"NU13X",2
"NU14B",2
"NU14F",5
"NU14G",2
"NU20B",1
"NU20C",4
"NU20D",1
"NU20E",3
"NU20G",1
"NU20H",4
"NU20I",2
"NU20J",2
"NU20L",2
"NU20M",2
"NU20N",7
"NU20P",6
"NU20Q",4
"NU20S",2
"NU20V",2
"NU20W",8
"NU21A",18
"NU21B",1
"NU21C",3
"NU21D",1
"NU21E",1
"NU21F",4
"NU21G",4
"NU21H",6
"NU21I",6
"NU21J",18
"NU21K",10
"NU21L",1
"NU21M",2
"NU21N",6
"NU21P",19
"NU21R",1
"NU21S",2
"NU21T",2
"NU22A",1
"NU22B",1
"NU22C",1
"NU22D",1
"NU22E",1
"NU22F",2
"NU22G",4
"NU22H",4
"NU22I",8
"NU22J",1
"NU22K",16
"NU22L",4
"NU22M",7
"NU23A",1
"NU23B",3
"NU23C",2
"NU23F",4
"NU23I",2
"NW95W",2
"NW95X",4
"NW95Y",3
"NW96Q",1
"NW96R",3
"NW96U",7
"NW96V",1
"NW96W",1
"NW97Q",4
"NW97W",3
"NX03W",2
"NX03X",4
"NX04P",2
"NX04S",1
"NX04T",2
"NX04V",4
"NX04W",1
"NX04Z",1
"NX05B",2
"NX05C",1
"NX05R",1
"NX05W",1
"NX05Z",4
"NX06B",1
"NX06E",1
"NX06I",1
"NX06J",1
"NX06K",1
"NX06Q",8
"NX06S",1
"NX06T",1
"NX06U",2
"NX06V",2
"NX06W",2
"NX06X",2
"NX07A",1
"NX07F",3
"NX07K",1
"NX07L",1
"NX07M",1
"NX07N",1
"NX07U",1
"NX07Z",1
"NX08Q",1
"NX08V",1
"NX08W",5
"NX08X",1
"NX08Y",1
"NX13K",6
"NX13M",1
"NX14C",1
"NX14D",1
"NX14E",2
"NX14F",1
"NX15A",9
"NX15B",1
"NX15E",1
"NX15J",5
"NX15N",3
"NX15X",1
"NX15Y",1
"NX16A",1
"NX16C",1
"NX16D",1
"NX16J",1
"NX16N",1
"NX16Q",2
"NX16R",3
"NX16S",1
"NX16T",1
"NX16X",2
"NX17G",1
"NX17H",1
"NX17I",1
"NX17M",1
"NX17Q",1
"NX17X",1
"NX17Y",1
"NX18C",1
"NX18D",3
"NX18G",2
"NX18I",1
"NX18J",3
"NX18M",2
"NX18N",2
"NX18P",1
"NX18Z",3
"NX19F",1
"NX19K",1
"NX19R",1
"NX19S",1
"NX19V",1
"NX19Y",1
"NX19Z",3
"NX24U",4
"NX24Y",2
"NX24Z",1
"NX25D",1
"NX25H",2
"NX25J",1
"NX25K",6
"NX25M",1
"NX25Q",1
"NX25S",1
"NX25X",1
"NX26A",1
"NX26K",1
"NX26M",1
"NX26P",1
"NX26U",1
"NX26X",1
"NX26Y",1
"NX27C",1
"NX27D",1
"NX27L",1
"NX27P",1
"NX27T",1
"NX27W",1
"NX27X",3
"NX27Y",1
"NX28C",1
"NX28G",2
"NX28K",1
"NX28M",1
"NX28Q",1
"NX28R",2
"NX29B",1
"NX29F",1
"NX29H",1
"NX29S",1
"NX30Q",5
"NX30V",2
"NX30W",2
"NX33U",5
"NX33Y",1
"NX34G",1
"NX34H",2
"NX34J",3
"NX34K",1
"NX34P",1
"NX34Q",1
"NX34S",1
"NX35A",1
"NX35B",3
"NX35C",3
"NX35D",1
"NX35E",1
"NX35J",1
"NX35L",1
"NX35N",1
"NX35P",1
"NX35T",1
"NX35U",2
"NX36A",1
"NX36B",1
"NX36F",4
"NX36J",2
"NX36K",1
"NX36P",1
"NX36Q",2
"NX36Z",3
"NX37D",1
"NX37H",1
"NX37J",1
"NX37M",1
"NX37N",2
"NX37P",1
"NX37Q",1
"NX37R",3
"NX37U",1
"NX37V",6
"NX38A",1
"NX38F",1
"NX38H",1
"NX38M",1
"NX38N",3
"NX38Q",1
"NX38R",1
"NX38S",1
"NX38T",1
"NX38U",1
"NX39H",1
"NX39I",1
"NX39R",2
"NX39T",1
"NX39W",1
"NX40A",4
"NX40B",3
"NX40F",1
"NX40G",2
"NX40K",6
"NX40L",6
"NX40M",2
"NX40Q",1
"NX40R",5
"NX40S",4
"NX43D",2
"NX43H",1
"NX43I",5
"NX43M",1
"NX43T",4
"NX43Y",1
"NX44B",1
"NX44D",1
"NX44F",1
"NX44K",1
"NX44S",3
"NX44T",2
"NX44U",1
"NX44X",2
"NX44Y",1
"NX45A",8
"NX45C",1
"NX45G",3
"NX45H",6
"NX45J",7
"NX45L",7
"NX45M",2
"NX45T",4
"NX45U",1
"NX45W",8
"NX45X",13
"NX45Y",4
"NX45Z",1
"NX46A",1
"NX46C",5
"NX46D",6
"NX46E",6
"NX46G",1
"NX46H",1
"NX46J",1
"NX46K",3
"NX46M",2
"NX46Q",2
"NX46R",2
"NX46S",1
"NX46X",1
"NX47J",1
"NX47T",2
"NX47W",2
"NX47X",2
"NX48A",13
"NX48W",4
"NX49D",1
"NX49X",1
"NX49Y",1
"NX54U",4
"NX54Y",4
"NX54Z",7
"NX55B",1
"NX55C",1
"NX55D",2
"NX55E",3
"NX55G",3
"NX55H",2
"NX55I",2
"NX55J",3
"NX55K",3
"NX55L",2
"NX55M",1
"NX55N",1
"NX55P",3
"NX55Q",1
"NX55R",1
"NX55S",4
"NX55V",3
"NX55W",2
"NX55X",2
"NX55Y",9
"NX55Z",2
"NX56A",2
"NX56F",1
"NX56J",1
"NX56N",1
"NX56V",2
"NX56Y",1
"NX57H",1
"NX57N",1
"NX57P",1
"NX57Y",1
"NX57Z",3
"NX58L",1
"NX58N",1
"NX58S",1
"NX58V",6
"NX58W",2
"NX58X",2
"NX58Y",4
"NX58Z",2
"NX59E",1
"NX59G",2
"NX59H",1
"NX59J",1
"NX59M",2
"NX59N",1
"NX59P",2
"NX59Q",3
"NX59R",1
"NX59W",3
"NX59Y",1
"NX64C",2
"NX64D",3
"NX64E",3
"NX64H",8
"NX64J",1
"NX64L",2
"NX64M",5
"NX64N",1
"NX64P",3
"NX64S",4
"NX64T",1
"NX64U",8
"NX64W",3
"NX64X",4
"NX64Y",2
"NX64Z",4
"NX65A",2
"NX65B",1
"NX65C",4
"NX65D",7
"NX65F",2
"NX65G",3
"NX65I",6
"NX65K",1
"NX65L",1
"NX65M",2
"NX65P",2
"NX65Q",2
"NX65R",2
"NX65S",1
"NX65T",1
"NX65V",11
"NX65W",4
"NX65X",1
"NX65Z",1
"NX66A",2
"NX66M",1
"NX66N",1
"NX66P",1
"NX66Q",3
"NX66S",3
"NX66T",3
"NX66U",1
"NX66X",2
"NX66Y",1
"NX66Z",4
"NX67D",1
"NX67F",2
"NX67I",3
"NX67K",2
"NX67M",1
"NX67V",4
"NX67X",1
"NX67Y",1
"NX68A",3
"NX68B",1
"NX68C",1
"NX68D",10
"NX68E",2
"NX68F",2
"NX68H",5
"NX68I",1
"NX68J",1
"NX68K",1
"NX68N",2
"NX68Q",1
"NX68R",1
"NX68S",1
"NX69F",3
"NX69K",1
"NX69V",1
"NX69W",1
"NX69X",1
"NX74B",4
"NX74C",2
"NX74D",2
"NX74E",1
"NX74G",1
"NX74H",4
"NX74I",3
"NX74J",1
"NX74M",8
"NX74N",4
"NX74P",3
"NX74T",3
"NX74U",1
"NX74Y",2
"NX74Z",2
"NX75A",12
"NX75B",3
"NX75C",2
"NX75E",1
"NX75F",3
"NX75I",1
"NX75J",5
"NX75K",2
"NX75M",1
"NX75S",2
"NX75V",3
"NX75W",6
"NX75X",4
"NX75Z",1
"NX76A",1
"NX76B",1
"NX76C",1
"NX76F",1
"NX76G",1
"NX76J",1
"NX76K",3
"NX76L",3
"NX76N",2
"NX76P",1
"NX76Q",7
"NX76R",1
"NX76U",1
"NX76Y",2
"NX76Z",1
"NX77B",1
"NX77C",1
"NX77E",3
"NX77I",1
"NX77M",1
"NX77P",1
"NX77Q",2
"NX77S",2
"NX77U",1
"NX77V",1
"NX77X",1
"NX78A",8
"NX78F",1
"NX78I",6
"NX78J",4
"NX78K",4
"NX78M",3
"NX78Q",1
"NX78R",1
"NX78S",2
"NX78U",6
"NX78W",29
"NX78Z",3
"NX79J",1
"NX79K",2
"NX79M",1
"NX79N",1
"NX84E",8
"NX84J",5
"NX85A",1
"NX85B",3
"NX85D",5
"NX85F",4
"NX85G",3
"NX85I",4
"NX85L",13
"NX85M",2
"NX85N",4
"NX85P",1
"NX85R",4
"NX85S",8
"NX85T",1
"NX85U",1
"NX85W",1
"NX85X",6
"NX85Z",3
"NX86A",2
"NX86C",2
"NX86D",1
"NX86F",3
"NX86G",1
"NX86K",3
"NX86L",3
"NX86M",2
"NX86N",1
"NX86R",2
"NX86U",1
"NX86V",2
"NX86W",1
"NX86Z",1
"NX87B",3
"NX87C",2
"NX87I",2
"NX87L",3
"NX87N",2
"NX87P",1
"NX87R",2
"NX87T",2
"NX87V",2
"NX87W",4
"NX87Y",1
"NX87Z",3
"NX88G",1
"NX88K",1
"NX88L",1
"NX88N",1
"NX88Q",3
"NX88S",1
"NX88V",1
"NX88Y",2
"NX88Z",1
"NX89C",1
"NX89E",1
"NX89G",1
"NX89H",1
"NX89J",1
"NX89K",1
"NX89P",2
"NX89R",1
"NX89S",1
"NX89U",1
"NX89Z",1
"NX90U",1
"NX90Y",7
"NX90Z",3
"NX91K",2
"NX91L",6
"NX91M",2
"NX91Q",6
"NX91R",3
"NX91S",3
"NX91T",8
"NX91U",8
"NX91V",4
"NX91W",3
"NX91X",3
"NX91Y",2
"NX91Z",4
"NX92Q",2
"NX92V",3
"NX92W",2
"NX92X",8
"NX92Y",5
"NX92Z",12
"NX93V",3
"NX95D",4
"NX95H",6
"NX95I",3
"NX95J",2
"NX95M",2
"NX95S",13
"NX95U",2
"NX95Y",2
"NX95Z",2
"NX96E",4
"NX96H",3
"NX96I",2
"NX96J",1
"NX96M",1
"NX96N",1
"NX96P",5
"NX96S",3
"NX96T",4
"NX96U",1
"NX96V",2
"NX96W",2
"NX96Y",2
"NX96Z",1
"NX97B",3
"NX97D",3
"NX97E",2
"NX97F",1
"NX97G",7
"NX97I",2
"NX97J",2
"NX97K",3
"NX97L",3
"NX97M",4
"NX97N",2
"NX97P",5
"NX97Q",3
"NX97R",3
"NX97S",7
"NX97T",9
"NX97V",2
"NX97X",3
"NX97Y",2
"NX97Z",2
"NX98D",1
"NX98E",2
"NX98I",2
"NX98J",1
"NX98L",1
"NX98M",1
"NX98Q",2
"NX98S",2
"NX98U",1
"NX99C",1
"NX99E",1
"NX99L",2
"NX99W",1
"NX99X",1
"NY00C",7
"NY00D",3
"NY00E",4
"NY00F",3
"NY00G",3
"NY00H",2
"NY00I",3
"NY00J",5
"NY00K",3
"NY00L",4
"NY00M",4
"NY00N",4
"NY00P",3
"NY00Q",4
"NY00R",3
"NY00S",4
"NY00T",3
"NY00U",3
"NY00V",3
"NY00W",4
"NY00X",3
"NY00Y",3
"NY00Z",3
"NY01A",9
"NY01B",8
"NY01C",4
"NY01D",4
"NY01E",3
"NY01F",3
"NY01G",3
"NY01H",3
"NY01I",3
"NY01J",3
"NY01K",3
"NY01L",3
"NY01M",4
"NY01N",3
"NY01P",4
"NY01Q",3
"NY01R",3
"NY01S",2
"NY01T",3
"NY01U",3
"NY01X",2
"NY01Y",4
"NY01Z",5
"NY02A",8
"NY02B",3
"NY02C",5
"NY02D",3
"NY02E",17
"NY02F",3
"NY02G",3
"NY02H",3
"NY02I",3
"NY02J",8
"NY02K",3
"NY02L",3
"NY02M",3
"NY02N",3
"NY02P",5
"NY02Q",3
"NY02R",4
"NY02S",4
"NY02T",3
"NY02U",4
"NY02V",3
"NY02W",9
"NY02X",5
"NY02Y",4
"NY02Z",3
"NY03A",4
"NY03B",2
"NY03F",2
"NY03G",5
"NY03H",8
"NY03I",13
"NY03K",3
"NY03L",5
"NY03M",3
"NY03N",9
"NY03P",5
"NY03Q",3
"NY03R",3
"NY03S",3
"NY03T",4
"NY03U",5
"NY03V",2
"NY03W",3
"NY03X",3
"NY03Y",2
"NY03Z",3
"NY04Q",3
"NY04S",1
"NY04V",3
"NY04W",7
"NY04X",7
"NY04Y",9
"NY04Z",6
"NY05V",9
"NY06D",1
"NY06H",2
"NY06J",1
"NY06M",7
"NY06P",1
"NY06U",1
"NY07E",1
"NY07F",1
"NY07G",1
"NY07H",1
"NY07N",1
"NY07S",1
"NY07U",1
"NY07X",1
"NY07Y",1
"NY07Z",1
"NY08A",12
"NY08D",1
"NY08F",6
"NY08I",3
"NY08J",16
"NY08Q",2
"NY08R",5
"NY08V",3
"NY08W",20
"NY08Y",3
"NY09F",1
"NY09L",1
"NY09T",2
"NY09U",1
"NY09W",1
"NY09Z",1
"NY10A",5
"NY10B",3
"NY10C",3
"NY10D",3
"NY10F",3
"NY10G",4
"NY10H",3
"NY10K",4
"NY10L",2
"NY10M",3
"NY10N",3
"NY10P",3
"NY10Q",8
"NY10R",2
"NY10S",3
"NY10T",5
"NY10V",7
"NY10W",3
"NY10Y",4
"NY10Z",3
"NY11C",4
"NY11D",4
"NY11G",3
"NY11H",3
"NY11L",3
"NY11M",3
"NY11R",1
"NY11T",5
"NY11U",3
"NY11V",1
"NY11W",2
"NY11X",3
"NY11Y",3
"NY12A",1
"NY12B",3
"NY12C",3
"NY12D",4
"NY12E",3
"NY12F",4
"NY12G",4
"NY12H",3
"NY12I",5
"NY12J",3
"NY12K",4
"NY12L",4
"NY12M",4
"NY12N",3
"NY12P",3
"NY12Q",2
"NY12R",3
"NY12S",4
"NY12T",2
"NY12U",2
"NY12W",3
"NY12X",3
"NY12Y",3
"NY12Z",5
"NY13A",6
"NY13B",6
"NY13C",5
"NY13D",3
"NY13E",3
"NY13F",8
"NY13G",3
"NY13H",4
"NY13I",3
"NY13J",4
"NY13K",8
"NY13L",3
"NY13M",2
"NY13N",4
"NY13P",3
"NY13Q",4
"NY13R",3
"NY13S",4
"NY13T",3
"NY13U",3
"NY13V",2
"NY13W",4
"NY13X",3
"NY13Y",3
"NY13Z",4
"NY14A",3
"NY14B",3
"NY14C",6
"NY14D",3
"NY14E",3
"NY14F",4
"NY14G",3
"NY14H",3
"NY14I",7
"NY14J",3
"NY14K",3
"NY14L",6
"NY14M",3
"NY14N",3
"NY14P",3
"NY14Q",3
"NY14R",4
"NY14S",3
"NY14T",3
"NY14U",5
"NY14V",3
"NY14W",4
"NY14X",3
"NY14Y",3
"NY14Z",4
"NY15A",4
"NY15B",7
"NY15C",3
"NY15F",3
"NY15G",3
"NY15H",5
"NY15I",3
"NY15K",3
"NY15L",3
"NY15M",4
"NY15N",1
"NY15Q",3
"NY15R",5
"NY15S",3
"NY15T",2
"NY15U",3
"NY15V",3
"NY15W",3
"NY15X",3
"NY15Y",4
"NY15Z",4
"NY16H",2
"NY16I",1
"NY16M",3
"NY16P",4
"NY16Q",1
"NY16S",2
"NY16V",7
"NY16X",3
"NY16Y",3
"NY16Z",2
"NY17D",1
"NY17H",2
"NY17L",1
"NY17Q",1
"NY17R",2
"NY17X",1
"NY17Z",1
"NY18D",1
"NY18F",3
"NY18G",1
"NY18J",1
"NY18P",1
"NY18Q",2
"NY18Z",1
"NY19E",1
"NY19F",1
"NY19I",1
"NY19Q",1
"NY19W",1
"NY19X",1
"NY20A",8
"NY20B",3
"NY20E",3
"NY20F",3
"NY20G",3
"NY20K",3
"NY20L",2
"NY20N",1
"NY20R",3
"NY20S",3
"NY20T",4
"NY20W",5
"NY20X",3
"NY20Y",7
"NY21B",3
"NY21C",3
"NY21E",3
"NY21F",4
"NY21G",2
"NY21H",3
"NY21I",1
"NY21J",3
"NY21L",6
"NY21M",2
"NY21N",4
"NY21P",4
"NY21Q",3
"NY21R",4
"NY21S",3
"NY21T",3
"NY21U",6
"NY21Z",2
"NY22B",4
"NY22C",5
"NY22D",4
"NY22E",2
"NY22F",3
"NY22G",4
"NY22H",7
"NY22I",2
"NY22J",7
"NY22K",4
"NY22L",3
"NY22M",4
"NY22N",3
"NY22Q",3
"NY22R",7
"NY22S",3
"NY22V",3
"NY22W",3
"NY22X",4
"NY22Y",3
"NY22Z",3
"NY23A",5
"NY23B",5
"NY23C",4
"NY23D",3
"NY23E",5
"NY23F",6
"NY23G",5
"NY23H",3
"NY23I",3
"NY23J",3
"NY23K",3
"NY23L",4
"NY23M",5
"NY23N",4
"NY23P",3
"NY23Q",4
"NY23R",3
"NY23S",3
"NY23T",3
"NY23U",4
"NY23Y",3
"NY23Z",3
"NY24A",4
"NY24B",5
"NY24C",4
"NY24D",3
"NY24E",3
"NY24F",3
"NY24G",4
"NY24H",3
"NY24I",3
"NY24J",3
"NY24K",5
"NY24L",3
"NY24M",3
"NY24N",5
"NY24P",4
"NY24Q",3
"NY24R",4
"NY24S",4
"NY24T",4
"NY24U",3
"NY24V",4
"NY24W",3
"NY24X",3
"NY24Y",3
"NY24Z",4
"NY25A",3
"NY25B",3
"NY25C",3
"NY25D",3
"NY25E",3
"NY25F",4
"NY25G",5
"NY25H",4
"NY25I",4
"NY25J",4
"NY25K",3
"NY25L",4
"NY25M",3
"NY25N",3
"NY25P",4
"NY25Q",4
"NY25R",3
"NY25S",3
"NY25T",7
"NY25U",5
"NY25V",3
"NY25W",3
"NY25X",3
"NY25Y",3
"NY25Z",3
"NY26A",11
"NY26B",4
"NY26D",2
"NY26F",4
"NY26G",5
"NY26H",1
"NY26K",4
"NY26M",1
"NY26S",2
"NY26X",1
"NY27A",1
"NY27B",1
"NY27F",1
"NY27I",1
"NY27J",1
"NY27K",2
"NY27M",2
"NY27Q",1
"NY27T",1
"NY27W",1
"NY28N",1
"NY28P",1
"NY28R",2
"NY29A",1
"NY29B",1
"NY29G",1
"NY29I",1
"NY29K",1
"NY29L",1
"NY29P",1
"NY29Q",1
"NY29V",1
"NY29W",1
"NY30A",4
"NY30B",3
"NY30C",3
"NY30D",3
"NY30E",3
"NY30F",4
"NY30G",3
"NY30H",3
"NY30I",5
"NY30J",3
"NY30K",7
"NY30L",3
"NY30M",5
"NY30N",3
"NY30P",3
"NY30Q",9
"NY30R",6
"NY30S",3
"NY30T",6
"NY30U",2
"NY30V",4
"NY30W",4
"NY30X",3
"NY30Y",3
"NY30Z",1
"NY31B",5
"NY31C",4
"NY31D",4
"NY31E",5
"NY31F",4
"NY31G",3
"NY31H",3
"NY31I",1
"NY31J",3
"NY31N",2
"NY31P",2
"NY31S",4
"NY31T",3
"NY31U",2
"NY31V",4
"NY31W",2
"NY31X",4
"NY31Y",4
"NY31Z",6
"NY32A",10
"NY32B",9
"NY32C",12
"NY32D",1
"NY32F",3
"NY32G",3
"NY32H",10
"NY32I",3
"NY32L",3
"NY32M",2
"NY32N",10
"NY32P",2
"NY32Q",5
"NY32R",2
"NY32S",3
"NY32T",8
"NY32U",3
"NY32V",5
"NY32W",11
"NY32X",2
"NY32Y",3
"NY32Z",5
"NY33A",2
"NY33B",2
"NY33C",2
"NY33D",6
"NY33E",4
"NY33G",16
"NY33H",2
"NY33I",3
"NY33J",5
"NY33K",5
"NY33L",4
"NY33M",6
"NY33N",5
"NY33P",3
"NY33Q",5
"NY33R",4
"NY33S",4
"NY33T",3
"NY33U",5
"NY33V",4
"NY33W",3
"NY33X",11
"NY33Y",5
"NY33Z",4
"NY34A",8
"NY34B",4
"NY34C",7
"NY34D",3
"NY34E",3
"NY34F",4
"NY34G",4
"NY34H",4
"NY34I",4
"NY34J",3
"NY34K",4
"NY34L",2
"NY34M",3
"NY34N",3
"NY34P",4
"NY34Q",5
"NY34R",5
"NY34S",6
"NY34T",8
"NY34U",7
"NY34V",4
"NY34W",3
"NY34X",3
"NY34Y",3
"NY34Z",3
"NY35A",11
"NY35B",5
"NY35C",5
"NY35D",3
"NY35E",4
"NY35F",4
"NY35G",4
"NY35H",2
"NY35I",4
"NY35J",9
"NY35K",4
"NY35L",3
"NY35M",3
"NY35N",4
"NY35P",2
"NY35Q",5
"NY35R",4
"NY35S",3
"NY35T",3
"NY35U",4
"NY35V",3
"NY35W",7
"NY35X",4
"NY35Y",7
"NY35Z",6
"NY36A",3
"NY36B",3
"NY36C",1
"NY36F",4
"NY36G",3
"NY36H",4
"NY36I",4
"NY36J",3
"NY36K",5
"NY36L",5
"NY36M",3
"NY36N",3
"NY36P",4
"NY36Q",2
"NY36R",3
"NY36S",3
"NY36T",6
"NY36U",7
"NY36V",2
"NY36W",3
"NY36X",3
"NY36Y",5
"NY36Z",4
"NY37C",1
"NY37G",3
"NY37J",1
"NY37K",3
"NY37L",4
"NY37P",1
"NY37Q",6
"NY37R",4
"NY37V",3
"NY37W",2
"NY37X",1
"NY37Y",2
"NY37Z",1
"NY38A",7
"NY38D",1
"NY38E",1
"NY38F",1
"NY38J",11
"NY38K",1
"NY38L",1
"NY38M",3
"NY38N",1
"NY38R",1
"NY38S",1
"NY38V",1
"NY38W",12
"NY39A",1
"NY39B",1
"NY39D",2
"NY39F",1
"NY39M",1
"NY39R",1
"NY39S",1
"NY39W",1
"NY39Y",1
"NY40A",8
"NY40B",8
"NY40C",4
"NY40D",4
"NY40E",3
"NY40F",8
"NY40G",4
"NY40H",4
"NY40I",4
"NY40K",5
"NY40L",7
"NY40M",4
"NY40N",3
"NY40Q",3
"NY40R",4
"NY40S",4
"NY40T",3
"NY40U",3
"NY40W",4
"NY40X",5
"NY40Y",3
"NY40Z",3
"NY41A",3
"NY41B",6
"NY41C",2
"NY41D",3
"NY41E",3
"NY41G",2
"NY41H",3
"NY41I",4
"NY41J",6
"NY41K",2
"NY41N",2
"NY41P",3
"NY41Q",9
"NY41R",3
"NY41S",2
"NY41T",2
"NY41V",2
"NY41W",4
"NY41X",3
"NY41Y",2
"NY41Z",10
"NY42A",3
"NY42B",4
"NY42C",5
"NY42D",2
"NY42E",3
"NY42F",4
"NY42G",5
"NY42H",9
"NY42I",4
"NY42J",4
"NY42K",2
"NY42L",3
"NY42M",3
"NY42N",5
"NY42P",4
"NY42Q",2
"NY42R",4
"NY42S",2
"NY42T",6
"NY42U",6
"NY42V",45
"NY42W",8
"NY42X",4
"NY42Y",5
"NY42Z",3
"NY43A",3
"NY43B",5
"NY43C",11
"NY43D",3
"NY43E",3
"NY43F",7
"NY43G",7
"NY43H",7
"NY43I",4
"NY43J",5
"NY43K",5
"NY43L",6
"NY43M",4
"NY43N",5
"NY43P",3
"NY43Q",4
"NY43R",6
"NY43S",3
"NY43T",3
"NY43U",3
"NY43V",3
"NY43W",3
"NY43X",4
"NY43Y",3
"NY43Z",3
"NY44A",4
"NY44B",4
"NY44C",3
"NY44D",3
"NY44E",3
"NY44F",3
"NY44G",3
"NY44H",5
"NY44I",2
"NY44J",5
"NY44K",3
"NY44L",4
"NY44M",5
"NY44N",4
"NY44P",7
"NY44Q",3
"NY44R",3
"NY44S",3
"NY44T",4
"NY44U",4
"NY44V",4
"NY44W",3
"NY44X",4
"NY44Y",7
"NY44Z",13
"NY45A",4
"NY45B",3
"NY45C",3
"NY45D",4
"NY45E",3
"NY45F",5
"NY45G",5
"NY45H",3
"NY45I",3
"NY45J",3
"NY45K",5
"NY45L",5
"NY45M",5
"NY45N",4
"NY45P",3
"NY45Q",4
"NY45R",5
"NY45S",6
"NY45T",3
"NY45U",3
"NY45V",5
"NY45W",3
"NY45X",4
"NY45Y",4
"NY45Z",8
"NY46A",3
"NY46B",3
"NY46C",3
"NY46D",3
"NY46E",4
"NY46F",3
"NY46G",4
"NY46H",4
"NY46I",7
"NY46J",3
"NY46K",4
"NY46L",3
"NY46M",4
"NY46N",3
"NY46P",6
"NY46Q",3
"NY46R",3
"NY46S",3
"NY46T",4
"NY46U",3
"NY46V",4
"NY46W",4
"NY46X",3
"NY46Y",3
"NY46Z",5
"NY47A",5
"NY47B",3
"NY47C",3
"NY47F",3
"NY47G",3
"NY47H",4
"NY47I",3
"NY47J",1
"NY47K",4
"NY47L",4
"NY47M",4
"NY47N",6
"NY47P",5
"NY47Q",5
"NY47R",7
"NY47S",9
"NY47T",3
"NY47U",8
"NY47V",7
"NY47W",9
"NY47X",9
"NY47Y",8
"NY47Z",3
"NY48E",1
"NY48G",1
"NY48L",1
"NY48M",3
"NY48Q",3
"NY48R",4
"NY48T",1
"NY48U",1
"NY48V",3
"NY48W",3
"NY48Y",1
"NY48Z",3
"NY49A",1
"NY49D",1
"NY49I",1
"NY49J",1
"NY49M",1
"NY49P",1
"NY49T",2
"NY49V",1
"NY49W",1
"NY49X",2
"NY49Y",1
"NY50A",3
"NY50B",2
"NY50C",2
"NY50F",3
"NY50G",3
"NY50H",2
"NY50K",3
"NY50L",3
"NY50M",3
"NY50N",4
"NY50P",2
"NY50Q",3
"NY50R",4
"NY50S",4
"NY50T",3
"NY50U",5
"NY50V",3
"NY50W",3
"NY50X",3
"NY50Y",3
"NY50Z",6
"NY51A",1
"NY51B",10
"NY51C",7
"NY51D",5
"NY51E",4
"NY51F",3
"NY51G",5
"NY51H",18
"NY51I",4
"NY51J",8
"NY51K",6
"NY51L",3
"NY51M",3
"NY51N",3
"NY51P",3
"NY51Q",3
"NY51R",3
"NY51S",4
"NY51T",5
"NY51U",3
"NY51V",3
"NY51W",3
"NY51X",5
"NY51Y",3
"NY51Z",3
"NY52A",11
"NY52B",9
"NY52C",6
"NY52D",4
"NY52E",5
"NY52F",5
"NY52G",7
"NY52H",5
"NY52I",4
"NY52J",5
"NY52K",4
"NY52L",4
"NY52M",3
"NY52N",3
"NY52P",4
"NY52Q",4
"NY52R",3
"NY52S",5
"NY52T",11
"NY52U",4
"NY52V",3
"NY52W",4
"NY52X",4
"NY52Y",6
"NY52Z",7
"NY53A",4
"NY53B",3
"NY53C",4
"NY53D",3
"NY53E",3
"NY53F",3
"NY53G",3
"NY53H",5
"NY53I",4
"NY53J",3
"NY53K",4
"NY53L",3
"NY53M",5
"NY53N",3
"NY53P",4
"NY53Q",3
"NY53R",7
"NY53S",4
"NY53T",5
"NY53U",7
"NY53V",4
"NY53W",4
"NY53X",3
"NY53Y",3
"NY53Z",6
"NY54A",4
"NY54B",3
"NY54C",13
"NY54D",4
"NY54E",5
"NY54F",3
"NY54G",3
"NY54H",4
"NY54I",3
"NY54J",3
"NY54K",7
"NY54L",3
"NY54M",6
"NY54N",4
"NY54P",2
"NY54Q",3
"NY54R",4
"NY54S",4
"NY54T",4
"NY54U",3
"NY54V",4
"NY54W",5
"NY54X",4
"NY54Y",4
"NY54Z",3
"NY55A",3
"NY55B",3
"NY55C",4
"NY55D",3
"NY55E",4
"NY55F",3
"NY55G",4
"NY55H",5
"NY55I",4
"NY55J",5
"NY55K",6
"NY55L",4
"NY55M",4
"NY55N",3
"NY55P",9
"NY55Q",2
"NY55R",4
"NY55S",5
"NY55T",6
"NY55U",4
"NY55V",2
